today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0035, kiei(I)=0, kded(D)=0.00048,signal, mad_pitch
Thu Sep 26 02:46:20 2019,67286656,1040.62,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5402,5576,1068,94,28,26,-4.59687,1.14443,-6.58405,-0.0117065,-0.0564039,0.173469,-1.78125,33.7078,33.1875,-34.9221,1714.6,-20.1639,-0.0485086,-20.2124,0.0850028,0,0.00897125,0.281685,-24.0048,
Thu Sep 26 02:46:20 2019,67296657,1040.62,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5402,5576,1068,94,28,26,-5.17148,1.10133,-5.59764,-0.0798168,-0.0915233,0.146863,-1.78125,33.7078,33.1875,-42.7338,1714.89,-20.3084,-0.0353831,-20.3438,0.0857711,0,0.0105374,0.281685,-24.2244,
Thu Sep 26 02:46:20 2019,67306658,1041.35,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5570,1060,94,28,26,-3.7972,0.0909797,-7.513,-0.179854,0.0638535,0.126643,-1.78125,33.7078,33.1875,-26.8129,1715.13,-20.5029,-0.0754855,-20.5784,0.0864258,0,0.00897803,0.281685,-24.4114,
Thu Sep 26 02:46:20 2019,67316659,1041.35,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5570,1060,94,28,26,-3.32315,-0.837971,-10.8553,-0.0872664,0.142606,0.0819453,-1.78125,33.7078,33.1875,-17.021,1715.4,-20.7104,-0.0908989,-20.8013,0.0865559,0,0.00178473,0.281685,-24.4486,
Thu Sep 26 02:46:20 2019,67326660,1041.35,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5578,1070,90,28,28,-3.91691,0.488417,-9.31823,0.061725,0.0468259,0.0223487,-1.78125,33.7078,33.1875,-22.7994,1715.71,-20.9011,-0.0568077,-20.9579,0.0868432,0,0.00393997,0.281685,-24.5307,
Thu Sep 26 02:46:20 2019,67336661,1041.35,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5578,1070,90,28,28,-4.36224,0.742203,-6.32069,0.0798168,-0.071303,-0.0415047,-1.78125,33.7078,33.1875,-34.6116,1716.03,-21.0885,-0.0192957,-21.1078,0.0871179,0,0.00376675,0.281685,-24.6091,
Thu Sep 26 02:46:20 2019,67346681,1041.35,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5560,1076,92,28,28,-3.81157,0.584185,-5.09007,-0.0478901,0.0564039,-0.0862022,-2.31563,33.8871,32.3232,-36.8268,1716.28,-21.3019,-0.0522815,-21.3542,0.087661,0,0.00744809,0.281685,-24.7643,
Thu Sep 26 02:46:20 2019,67356682,1041.26,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5560,1076,92,28,28,-2.78206,-1.46046,-10.4674,-0.0159634,0.264992,-0.107487,-2.31563,33.8871,32.3232,-14.8841,1716.51,-21.533,-0.104362,-21.6373,0.0877369,0,0.00104105,0.281685,-24.786,
Thu Sep 26 02:46:20 2019,67366685,1041.26,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5548,1062,92,8,12,-2.96402,-0.531513,-11.995,0.137285,0.270313,-0.156441,-2.31563,33.8871,32.3232,-13.8801,1716.79,-21.7391,-0.0960796,-21.8351,0.0871383,-0,-0.00820834,0.281685,-24.615,
Thu Sep 26 02:46:20 2019,67376686,1041.26,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5548,1062,92,8,12,-3.67749,0.751779,-8.26478,0.187303,0.0904591,-0.19156,-2.31563,33.8871,32.3232,-23.9871,1717.13,-21.9085,-0.0372355,-21.9457,0.086922,-0,-0.00296704,0.281685,-24.5532,
Thu Sep 26 02:46:20 2019,67386687,1041.26,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5526,1066,90,26,26,-3.48117,0.287304,-6.66546,0.0585323,0.124514,-0.200074,-2.31563,33.8871,32.3232,-27.5767,1717.41,-22.0652,-0.0419674,-22.1072,0.0863639,-0,-0.00765417,0.281685,-24.3937,
Thu Sep 26 02:46:20 2019,67396688,1041.26,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5526,1066,90,26,26,-3.5099,-1.65679,-5.67905,-0.0436332,0.32991,-0.207524,-2.31563,33.8871,32.3232,-31.7179,1717.64,-22.2299,-0.0930138,-22.3229,0.0859296,-0,-0.00595551,0.281685,-24.2696,
Thu Sep 26 02:46:20 2019,67406689,1040.76,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5600,1072,90,28,28,-1.901,-2.62883,-11.5927,0.052147,0.507635,-0.200074,-2.31563,33.8871,32.3232,-9.31259,1717.87,-22.3914,-0.131681,-22.5231,0.0852072,-0,-0.00990747,0.281685,-24.0632,
Thu Sep 26 02:46:20 2019,67416690,1040.76,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5600,1072,90,28,28,-3.78763,0.416591,-9.53371,0.113872,0.297983,-0.17134,-2.31563,33.8871,32.3232,-21.6673,1718.22,-22.5226,-0.0606071,-22.5832,0.084209,-0,-0.0136893,0.281685,-23.778,
Thu Sep 26 02:46:20 2019,67426691,1040.76,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5372,5554,1062,98,28,26,-3.89297,0.694318,-7.97269,0.0042569,0.228808,-0.138349,-2.31563,33.8871,32.3232,-26.0257,1718.53,-22.6318,-0.0337971,-22.6656,0.0835421,-0,-0.00914694,0.281685,-23.5875,
Thu Sep 26 02:46:20 2019,67436694,1040.76,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5372,5554,1062,98,28,26,-3.33273,-1.07739,-6.20098,-0.129835,0.389506,-0.0968444,-2.31563,33.8871,32.3232,-28.2559,1718.77,-22.7426,-0.0720041,-22.8146,0.082818,-0,-0.00993036,0.281685,-23.3806,
Thu Sep 26 02:46:20 2019,67446695,1040.73,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5560,1058,92,26,28,-2.00634,-2.38462,-8.08761,-0.104294,0.539562,-0.0691746,-2.31563,33.8871,32.3232,-13.9324,1719.01,-22.8492,-0.103885,-22.9531,0.0820803,-0,-0.0101159,0.281685,-23.1698,
Thu Sep 26 02:46:20 2019,67456696,1040.73,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5560,1058,92,26,28,-2.85389,-0.258574,-12.1051,-0.0276698,0.455488,-0.00638535,-2.31563,33.8871,32.3232,-13.2658,1719.32,-22.9259,-0.0684548,-22.9944,0.0807343,-0,-0.0184603,0.281685,-22.7853,
Thu Sep 26 02:46:20 2019,67466697,1040.73,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5580,1052,98,28,28,-3.79242,0.790087,-7.43639,-0.0766241,0.232001,0.042569,-2.31563,33.8871,32.3232,-27.0207,1719.67,-22.9733,0.00230844,-22.971,0.0797212,-0,-0.0138937,0.281685,-22.4958,
Thu Sep 26 02:46:20 2019,67476698,1040.73,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5580,1052,98,28,28,-3.30879,-0.368707,-7.95833,-0.175597,0.311818,0.0830095,-2.31563,33.8871,32.3232,-22.5758,1719.93,-23.0147,-0.0159585,-23.0307,0.0788559,-0,-0.0118672,0.281685,-22.2486,
Thu Sep 26 02:46:20 2019,67486699,1040.73,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5400,5522,1052,98,28,28,-2.55701,-1.46525,-8.46111,-0.158569,0.441653,0.0936517,-2.31563,33.8871,32.3232,-16.8152,1720.18,-23.0498,-0.0464067,-23.0962,0.0779435,-0,-0.0125133,0.281685,-21.9879,
Thu Sep 26 02:46:20 2019,67496700,1040.73,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5400,5522,1052,98,28,28,-2.25055,-1.10133,-13.2782,-0.00957802,0.388442,0.119193,-2.31563,33.8871,32.3232,-9.61974,1720.48,-23.0569,-0.0237992,-23.0807,0.0768977,-0,-0.0143422,0.281685,-21.6891,
Thu Sep 26 02:46:20 2019,67506703,1040.73,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5588,1054,92,28,28,-3.62003,0.6608,-8.46111,0.0202203,0.119193,0.138349,-2.31563,33.8871,32.3232,-23.1634,1720.85,-23.0323,0.056181,-22.9761,0.0760014,-0,-0.0122918,0.281685,-21.433,
Thu Sep 26 02:46:20 2019,67516704,1040.29,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5588,1054,92,28,28,-3.08852,0.603339,-8.65265,-0.0574681,0.116,0.134092,-2.31563,33.8871,32.3232,-19.6438,1721.14,-22.9942,0.056032,-22.9381,0.0754649,-0,-0.00735718,0.281685,-21.2797,
Thu Sep 26 02:46:20 2019,67526708,1040.29,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5568,1050,94,28,28,-2.63362,-1.1157,-9.68215,-0.0606608,0.234129,0.116,-2.31563,33.8871,32.3232,-15.2168,1721.39,-22.9458,0.0226031,-22.9232,0.0747933,-0,-0.00921103,0.281685,-21.0878,
Thu Sep 26 02:46:20 2019,67536730,1040.29,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5568,1050,94,28,28,-2.25534,-0.713472,-12.5552,0.104294,0.245836,0.107487,-2.31563,33.8871,32.3232,-10.1837,1721.67,-22.8718,0.0211046,-22.8507,0.0741725,-0,-0.00851312,0.281685,-20.9105,
Thu Sep 26 02:46:20 2019,67546731,1040.21,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5578,1042,94,28,28,-3.43329,1.01035,-9.56244,0.175597,-0.0585323,0.0936517,-2.31563,33.8871,32.3232,-19.7501,1722.05,-22.7699,0.106202,-22.6637,0.0736043,-0,-0.00779343,0.281685,-20.7481,
Thu Sep 26 02:46:20 2019,67556736,1040.21,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5578,1042,94,28,28,-3.62003,0.976834,-8.99262,0.0702388,-0.138349,0.0766241,-2.31563,33.8871,32.3232,-21.9276,1722.35,-22.6584,0.122142,-22.5362,0.0734055,-0,-0.00272562,0.281685,-20.6913,
Thu Sep 26 02:46:20 2019,67566737,1040.21,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5378,5572,1064,96,26,28,-3.49075,-1.08697,-8.70532,0.0500185,0.0244772,0.0595966,-2.31563,33.8871,32.3232,-21.8503,1722.59,-22.5514,0.0697392,-22.4816,0.0732776,-0,-0.00175388,0.281685,-20.6548,
Thu Sep 26 02:46:20 2019,67576738,1040.21,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5378,5572,1064,96,26,28,-2.70066,-1.61848,-12.5648,0.158569,0.0776884,0.0308625,-2.31563,33.8871,32.3232,-12.1306,1722.87,-22.4418,0.0516775,-22.3901,0.0731817,-0,-0.00131534,0.281685,-20.6274,
Thu Sep 26 02:46:20 2019,67586739,1040.21,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5400,5584,1060,90,28,26,-4.15155,0.229843,-10.4818,0.228808,-0.234129,0.0117065,-2.31563,33.8871,32.3232,-21.6071,1723.24,-22.3206,0.134931,-22.1857,0.0730466,-0,-0.00185303,0.281685,-20.5888,
Thu Sep 26 02:46:20 2019,67596740,1040.21,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5400,5584,1060,90,28,26,-4.38618,0.430956,-8.70532,0.0957802,-0.359708,0.00319267,-2.31563,33.8871,32.3232,-26.7413,1723.56,-22.203,0.159575,-22.0435,0.0734241,0,0.0051774,0.281685,-20.6966,
Thu Sep 26 02:46:20 2019,67606741,1040.69,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5380,5578,1068,98,28,26,-3.25611,-1.24498,-7.70933,0.00106422,-0.179854,-0.00744957,-2.31563,33.8871,32.3232,-22.8973,1723.8,-22.1041,0.0979039,-22.0062,0.0738482,0,0.0058158,0.281685,-20.8178,
Thu Sep 26 02:46:20 2019,67616742,1040.69,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5380,5578,1068,98,28,26,-2.45166,-2.28886,-11.3916,0.071303,-0.100037,-0.0308625,-2.31563,33.8871,32.3232,-12.1457,1724.06,-22.01,0.068448,-21.9416,0.0742512,0,0.00552658,0.281685,-20.9329,
Thu Sep 26 02:46:20 2019,67626743,1040.69,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5562,1046,96,28,26,-3.51469,0.622492,-11.9231,0.133028,-0.339488,-0.0297983,-2.31563,33.8871,32.3232,-16.4244,1724.42,-21.9009,0.128761,-21.7721,0.0746521,0,0.00549765,0.281685,-21.0475,
Thu Sep 26 02:46:20 2019,67636744,1040.69,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5562,1046,96,28,26,-3.98874,1.26893,-7.38372,0.0138349,-0.537433,-0.0223487,-2.31563,33.8871,32.3232,-28.3783,1724.76,-21.7876,0.171866,-21.6157,0.0753519,0,0.00959729,0.281685,-21.2474,
Thu Sep 26 02:46:20 2019,67646745,1040.96,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5572,1052,88,28,28,-2.24576,-0.488417,-6.6463,-0.122386,-0.34268,-0.0308625,-2.31563,33.8871,32.3232,-18.6699,1724.99,-21.6883,0.103238,-21.5851,0.0763056,0,0.0130794,0.281685,-21.5199,
Thu Sep 26 02:46:20 2019,67656746,1040.96,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5572,1052,88,28,28,-1.8579,-1.45089,-10.5919,-0.0755599,-0.230937,-0.0404405,-2.31563,33.8871,32.3232,-9.94887,1725.25,-21.5871,0.0628784,-21.5242,0.0770199,0,0.00979697,0.281685,-21.724,
Thu Sep 26 02:46:20 2019,67666747,1040.96,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5592,1062,90,28,28,-2.75333,1.01514,-11.6933,0.0308625,-0.385249,-0.0255414,-2.31563,33.8871,32.3232,-13.2497,1725.58,-21.4619,0.0984656,-21.3634,0.0775259,0,0.00693906,0.281685,-21.8686,
Thu Sep 26 02:46:20 2019,67676758,1040.96,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5592,1062,90,28,28,-3.53384,1.82917,-6.90009,-0.0170276,-0.64492,-0.0180918,-2.31563,33.8871,32.3232,-27.119,1725.94,-21.3262,0.159587,-21.1666,0.0783741,0,0.0116319,0.281685,-22.1109,
Thu Sep 26 02:46:20 2019,67686760,1040.96,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5556,1062,84,8,12,-2.47082,0.172383,-5.97593,-0.14367,-0.471451,-0.0117065,-2.31563,33.8871,32.3232,-22.4632,1726.17,-21.2065,0.0961381,-21.1104,0.079423,0,0.0143855,0.281685,-22.4106,
Thu Sep 26 02:46:20 2019,67696761,1040.96,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5556,1062,84,8,12,-2.71024,-1.31202,-9.82102,-0.0830095,-0.30224,-0.00638535,-2.31563,33.8871,32.3232,-15.4275,1726.41,-21.0995,0.0390608,-21.0604,0.0801167,0,0.00951352,0.281685,-22.6088,
Thu Sep 26 02:46:20 2019,67706762,1041.41,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5568,1060,90,28,28,-2.85868,-0.349553,-13.4123,0.0638535,-0.335231,-0,-2.31563,33.8871,32.3232,-12.0319,1726.71,-20.9836,0.0419844,-20.9416,0.0806552,0,0.00738464,0.281685,-22.7626,
Thu Sep 26 02:46:20 2019,67716763,1041.41,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5568,1060,90,28,28,-3.9648,1.50835,-7.15866,0.0904591,-0.604479,0.0212845,-2.31563,33.8871,32.3232,-28.9797,1727.07,-20.8629,0.109198,-20.7537,0.0811885,0,0.0073147,0.281685,-22.915,
Thu Sep 26 02:46:20 2019,67726764,1041.41,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5592,1074,94,26,28,-3.7972,0.105345,-6.29675,-0.0042569,-0.522534,0.0372479,-2.31563,33.8871,32.3232,-31.0918,1727.34,-20.7692,0.0742187,-20.6949,0.0824058,0,0.0166937,0.281685,-23.2628,
Thu Sep 26 02:46:20 2019,67736765,1041.41,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5592,1074,94,26,28,-3.81636,-1.75256,-7.74764,-0.00744957,-0.323524,0.0393763,-2.31563,33.8871,32.3232,-26.2241,1727.56,-20.7158,0.009705,-20.706,0.083335,0,0.0127444,0.281685,-23.5283,
Thu Sep 26 02:46:20 2019,67746766,1040.75,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5566,1066,88,28,28,-2.65278,-1.6089,-10.9702,0.116,-0.240515,0.0553397,-2.31563,33.8871,32.3232,-13.5941,1727.83,-20.6804,-0.0176245,-20.698,0.0840201,0,0.00939459,0.281685,-23.724,
Thu Sep 26 02:46:20 2019,67756767,1040.75,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5566,1066,88,28,28,-3.90734,0.205901,-9.24641,0.187303,-0.456552,0.0819453,-2.31563,33.8871,32.3232,-22.9079,1728.18,-20.6419,0.0394663,-20.6025,0.0844472,0,0.00585791,0.281685,-23.8461,
Thu Sep 26 02:46:20 2019,67766776,1040.75,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5580,1064,82,28,28,-4.27126,0.42138,-7.53216,0.0670461,-0.487415,0.0851379,-2.31563,33.8871,32.3232,-29.5563,1728.47,-20.6128,0.0407752,-20.572,0.0852287,0,0.0107169,0.281685,-24.0694,
Thu Sep 26 02:46:20 2019,67776780,1040.75,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5580,1064,82,28,28,-3.51948,-1.50835,-7.52737,-0.00212845,-0.268185,0.0957802,-2.31563,33.8871,32.3232,-25.0588,1728.69,-20.6094,-0.0266626,-20.636,0.086047,0,0.0112231,0.281685,-24.3032,
Thu Sep 26 02:46:20 2019,67786784,1040.75,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5558,1068,92,8,10,-3.12204,-1.37427,-6.53138,0.0659819,-0.150056,0.0830095,-2.31563,33.8871,32.3232,-25.5481,1728.95,-20.6278,-0.0605586,-20.6883,0.0865775,0,0.00727515,0.281685,-24.4547,
Thu Sep 26 02:46:20 2019,67796785,1040.75,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5558,1068,92,8,10,-4.03184,-0.0191536,-10.477,0.120257,-0.243707,0.0915233,-2.31563,33.8871,32.3232,-21.0481,1729.26,-20.6585,-0.0333621,-20.6918,0.0870827,0,0.00692889,0.281685,-24.5991,
Thu Sep 26 02:46:20 2019,67806786,1039.88,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5576,1068,86,26,28,-4.38618,0.718261,-7.74764,0.0138349,-0.316075,0.105358,-2.31563,33.8871,32.3232,-29.5156,1729.57,-20.7002,-0.0140882,-20.7143,0.0876395,0,0.0076366,0.281685,-24.7582,
Thu Sep 26 02:46:20 2019,67816787,1039.88,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5576,1068,86,26,28,-4.03662,-0.708684,-6.75165,-0.0787526,-0.204331,0.0787526,-2.31563,33.8871,32.3232,-30.8741,1729.82,-20.765,-0.0469362,-20.812,0.088399,0,0.0104155,0.281685,-24.9752,
Thu Sep 26 02:46:20 2019,67826790,1039.88,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5558,1068,86,26,28,-3.23217,-0.952892,-7.24485,-0.0553397,-0.0691746,0.0393763,-2.31563,33.8871,32.3232,-24.0433,1730.07,-20.8548,-0.0831631,-20.9379,0.0887935,0,0.00540985,0.281685,-25.0879,
Thu Sep 26 02:46:20 2019,67836792,1039.88,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5558,1068,86,26,28,-4.07014,0.316035,-7.54174,-0.0308625,-0.0968444,0.0297983,-2.31563,33.8871,32.3232,-28.355,1730.36,-20.9594,-0.0713197,-21.0308,0.089167,0,0.0051221,0.281685,-25.1946,
Thu Sep 26 02:46:20 2019,67846793,1041.9,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5400,5568,1072,92,26,28,-4.5825,-0.0670376,-10.4579,-0.101101,-0.0691746,0.0351194,-2.31563,33.8871,32.3232,-23.6624,1730.64,-21.0746,-0.0755944,-21.1502,0.0895115,0,0.00472513,0.281685,-25.293,
Thu Sep 26 02:46:20 2019,67856800,1041.9,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5400,5568,1072,92,26,28,-3.9217,-0.972046,-9.81144,-0.134092,-0.0415047,0.00851379,0.534375,34.6043,34.3975,-21.787,1730.92,-21.1925,-0.0790983,-21.2716,0.089718,0,0.00283163,0.281685,-25.352,
Thu Sep 26 02:46:20 2019,67866801,1041.9,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5522,1072,90,28,26,-4.28083,-0.00957681,-7.79073,-0.0415047,0.00106422,-0.0372479,0.534375,34.6043,34.3975,-28.7878,1731.2,-21.3109,-0.0860342,-21.3969,0.0897939,0,0.00104123,0.281685,-25.3737,
Thu Sep 26 02:46:20 2019,67876802,1041.9,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5522,1072,90,28,26,-4.48673,0.430956,-6.44519,-0.0170276,-0.0234129,-0.0595966,0.534375,34.6043,34.3975,-34.8432,1731.49,-21.4466,-0.0738675,-21.5205,0.0897594,-0,-0.000473236,0.281685,-25.3639,
Thu Sep 26 02:46:20 2019,67886803,1041.9,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5380,5572,1068,92,30,26,-3.83551,-0.277727,-7.09641,-0.121322,0.0564039,-0.061725,0.534375,34.6043,34.3975,-28.3906,1731.75,-21.6095,-0.0908982,-21.7004,0.090025,0,0.0036427,0.281685,-25.4397,
Thu Sep 26 02:46:20 2019,67896804,1041.9,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5380,5572,1068,92,30,26,-3.93128,-1.30245,-12.2392,-0.114936,0.193689,-0.0532112,0.534375,34.6043,34.3975,-17.8073,1732,-21.7803,-0.121763,-21.9021,0.0898173,-0,-0.00284894,0.281685,-25.3804,
Thu Sep 26 02:46:20 2019,67906805,1039.58,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5546,1072,90,6,12,-3.97916,-0.459687,-10.4722,0.0340552,0.173469,-0.071303,0.534375,34.6043,34.3975,-20.8054,1732.29,-21.9344,-0.106577,-22.041,0.0896138,-0,-0.00279108,0.281685,-25.3222,
Thu Sep 26 02:46:20 2019,67916806,1039.58,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5546,1072,90,6,12,-4.458,1.00078,-7.16345,0.124514,0.0500185,-0.0893948,0.534375,34.6043,34.3975,-31.8951,1732.61,-22.0788,-0.063959,-22.1427,0.0895558,-0,-0.00079541,0.281685,-25.3057,
Thu Sep 26 02:46:20 2019,67926814,1039.58,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5560,1070,98,28,26,-4.60166,0.905008,-5.60722,0.0159634,0.032991,-0.0734315,0.534375,34.6043,34.3975,-39.3746,1732.91,-22.2445,-0.0538959,-22.2984,0.0897076,0,0.00208255,0.281685,-25.3491,
Thu Sep 26 02:46:20 2019,67936815,1039.58,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5560,1070,98,28,26,-3.79242,-1.00078,-9.02135,-0.0776884,0.228808,-0.0436332,0.534375,34.6043,34.3975,-22.801,1733.14,-22.4382,-0.102834,-22.541,0.0897085,0,1.17188e-05,0.281685,-25.3493,
Thu Sep 26 02:46:20 2019,67946818,1040.57,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5566,1056,88,28,28,-3.46202,-1.99676,-12.3158,0.0308625,0.338423,-0.032991,0.534375,34.6043,34.3975,-15.7009,1733.39,-22.6257,-0.123422,-22.7491,0.0892316,-0,-0.00653979,0.281685,-25.2131,
