Time,Strain
0.873,2.603
0.873,2.926
0.874,2.333
0.874,4.123
0.875,3.207
0.875,3.131
0.876,2.91
0.876,2.543
0.877,3.692
0.877,2.964
0.878,3.983
0.878,3.212
0.879,3.12
0.879,3.342
0.88,3.056
0.88,2.775
0.881,2.813
0.881,2.053
0.882,2.937
0.882,3.466
0.883,2.867
0.883,3.762
0.884,3.104
0.884,3.6
0.885,3.029
0.885,4.199
0.886,3.816
0.886,3.395
0.887,2.889
0.887,3.018
0.888,2.991
0.888,3.401
0.889,2.646
0.889,3.552
0.89,2.813
0.89,1.966
0.891,1.983
0.891,3.735
0.892,2.263
0.892,3.962
0.893,3.05
0.893,3.304
0.894,3.029
0.894,3.228
0.895,3.061
0.895,3.013
0.896,2.942
0.896,3.644
0.896,3.428
0.897,3.342
0.897,3.147
0.898,2.932
0.898,3.919
0.899,3.05
0.899,2.91
0.9,3.282
0.9,2.862
0.901,3.606
0.901,2.543
0.902,3.746
0.902,3.201
0.903,2.673
0.903,2.937
0.904,3.325
0.904,3.104
0.905,3.369
0.905,3.778
0.906,2.743
0.906,3.061
0.907,3.077
0.907,3.973
0.908,2.84
0.908,3.298
0.909,3.158
0.909,2.759
0.91,3.18
0.91,3.271
0.911,3.422
0.911,2.177
0.912,4.016
0.912,3.04
0.913,3.676
0.913,3.697
0.914,3.331
0.914,2.597
0.915,3.309
0.915,3.681
0.916,2.376
0.916,4.312
0.917,2.781
0.917,3.401
0.918,3.784
0.918,3.525
0.919,2.802
0.919,3.999
0.92,2.829
0.92,3.692
0.921,2.883
0.921,2.84
0.922,3.174
0.922,3.924
0.923,3.212
0.923,3.277
0.924,4.048
0.924,4.129
0.925,2.581
0.925,2.198
0.926,3.034
0.926,2.527
0.927,3.271
0.927,3.261
0.928,2.98
0.928,3.363
0.929,2.247
0.929,2.463
0.93,3.541
0.93,2.829
0.931,2.01
0.931,3.115
0.932,4.291
0.932,2.312
0.933,3.482
0.933,3.525
0.934,3.611
0.934,3.412
0.935,3.379
0.935,3.099
0.936,3.978
0.936,2.398
0.937,2.732
0.937,3.185
0.938,2.004
0.939,2.468
0.939,3.498
0.94,3.395
0.94,2.7
0.941,3.595
0.941,2.463
0.942,1.859
0.942,2.619
0.943,2.667
0.943,2.543
0.944,2.969
0.944,3.25
0.945,2.204
0.945,3.573
0.946,2.781
0.946,3.482
0.947,3.73
0.947,2.948
0.948,3.002
0.948,3.077
0.949,3.946
0.949,2.727
0.95,3.169
0.95,3.093
0.951,3.007
0.951,3.59
0.952,3.843
0.952,2.527
0.953,3.789
0.953,3.697
0.954,3.191
0.954,3.39
0.955,3.973
0.955,3.568
0.956,3.013
0.956,3.002
0.957,3.029
0.957,2.867
0.958,3.137
0.958,2.295
0.959,3.034
0.959,3.083
0.96,3.385
0.96,3.347
0.961,3.25
0.961,3.023
0.962,2.576
0.962,3.401
0.963,2.727
0.963,3.509
0.964,3.875
0.964,2.511
0.965,2.209
0.965,3.778
0.966,3.563
0.966,3.25
0.967,3.843
0.967,2.84
0.968,2.759
0.968,2.953
0.969,3.724
0.969,2.667
0.97,3.05
0.97,3.649
0.971,2.872
0.971,2.268
0.972,3.687
0.972,3.94
0.973,4.134
0.973,2.98
0.974,3.433
0.974,3.584
0.975,2.247
0.975,3.201
0.976,3.751
0.976,2.851
0.977,3.277
0.977,3.315
0.978,3.617
0.978,3.703
0.979,2.705
0.979,3.962
0.98,3.471
0.98,3.379
0.981,3.002
0.981,3.158
0.982,3.104
0.982,3.315
0.983,3.131
0.983,3.46
0.984,3.002
0.984,2.91
0.985,3.573
0.985,3.11
0.986,3.681
0.986,2.489
0.987,4.399
0.987,3.73
0.988,3.342
0.988,2.619
0.989,3.034
0.989,3.762
0.99,3.859
0.99,2.802
0.991,2.468
0.991,3.433
0.992,1.81
0.992,2.117
0.993,2.91
0.993,3.342
0.994,2.862
0.994,2.624
0.995,3.455
0.995,3.153
0.996,3.644
0.996,3.482
0.997,2.991
0.997,2.964
0.998,3.029
0.998,2.829
0.999,4.032
0.999,3.218
1,2.554
1,3.428
1,2.7
1.001,2.824
1.002,4.679
1.002,3.099
1.002,3.336
1.003,3.902
1.004,3.714
1.004,3.52
1.004,3.056
1.005,3.476
1.006,3.778
1.006,3.288
1.006,4.156
1.007,3.093
1.008,3.061
1.008,2.387
1.008,3.422
1.009,3.902
1.01,3.881
1.01,3.255
1.01,4.528
1.011,4.021
1.012,3.12
1.012,3.158
1.012,3.304
1.013,3.05
1.014,3.309
1.014,3.363
1.014,3.12
1.015,3.412
1.016,3.401
1.016,3.385
1.016,3.449
1.017,3.999
1.018,3.034
1.018,3.352
1.018,4.512
1.019,2.942
1.02,2.937
1.02,3.358
1.02,3.444
1.021,2.813
1.022,4.134
1.022,2.867
1.022,3.201
1.023,3.045
1.024,2.694
1.024,4.016
1.024,2.765
1.025,2.775
1.026,4.097
1.026,4.274
1.026,3.18
1.027,3.865
1.028,3.401
1.028,3.6
1.028,4.107
1.029,3.611
1.03,3.417
1.03,3.201
1.03,4.312
1.031,3.352
1.032,3.913
1.032,4.059
1.032,3.557
1.033,3.325
1.034,3.487
1.034,3.023
1.034,3.12
1.035,3.8
1.036,2.921
1.036,3.169
1.036,4.123
1.037,3.52
1.038,3.46
1.038,3.449
1.038,2.587
1.039,3.644
1.04,4.425
1.04,3.277
1.04,3.956
1.041,3.147
1.042,2.694
1.042,3.584
1.042,3.509
1.043,3.487
1.044,3.536
1.044,4.021
1.044,4.118
1.045,3.347
1.046,3.687
1.046,4.199
1.046,3.137
1.047,3.325
1.048,2.436
1.048,3.606
1.048,3.832
1.049,3.482
1.05,4.361
1.05,3.66
1.05,3.309
1.051,3.53
1.052,4.733
1.052,3.169
1.052,3.951
1.053,3.277
1.054,3.52
1.054,3.951
1.054,3.466
1.055,3.536
1.056,3.309
1.056,3.741
1.056,3.493
1.057,3.816
1.058,2.948
1.058,3.714
1.058,3.315
1.059,4.431
1.06,3.859
1.06,3.061
1.06,3.218
1.061,3.778
1.062,3.8
1.062,3.94
1.062,4.188
1.063,3.784
1.063,3.649
1.064,3.034
1.065,3.671
1.065,3.822
1.066,3.784
1.066,4.204
1.067,3.315
1.067,3.671
1.067,2.533
1.068,4.328
1.069,3.282
1.069,3.449
1.07,3.584
1.07,3.708
1.071,4.177
1.071,2.511
1.071,3.795
1.072,3.46
1.073,3.724
1.073,3.358
1.073,3.379
1.074,3.59
1.075,3.439
1.075,3.455
1.075,3.045
1.076,4.452
1.077,3.406
1.077,3.363
1.077,4.156
1.078,2.926
1.079,3.913
1.079,4.005
1.079,3.228
1.08,3.859
1.081,3.649
1.081,3.724
1.081,2.964
1.082,3.676
1.083,3.827
1.083,4.194
1.083,4.42
1.084,3.142
1.085,3.04
1.085,5.472
1.085,4.07
1.086,3.789
1.087,3.563
1.087,3.746
1.087,3.374
1.088,3.579
1.089,3.681
1.089,3.315
1.089,3.8
1.09,2.899
1.091,4.63
1.091,3.218
1.091,4.296
1.092,2.916
1.093,4.258
1.093,3.536
1.093,2.694
1.094,4.291
1.095,3.892
1.095,4.059
1.095,3.724
1.096,4.167
1.097,3.379
1.097,4.798
1.097,4.091
1.098,3.498
1.099,3.724
1.099,3.838
1.099,3.002
1.1,3.735
1.101,3.999
1.101,2.727
1.101,3.46
1.102,3.638
1.103,3.541
1.103,4.037
1.103,2.603
1.104,3.422
1.105,3.697
1.105,3.687
1.105,3.493
1.106,3.665
1.107,3.126
1.107,3.53
1.107,4.372
1.108,3.778
1.109,3.088
1.109,4.021
1.109,3.8
1.11,4.021
1.111,4.037
1.111,4.07
1.111,3.482
1.112,3.768
1.113,3.622
1.113,3.708
1.113,3.719
1.114,3.455
1.115,3.244
1.115,3.191
1.115,3.59
1.116,3.832
1.117,3.536
1.117,3.924
1.117,2.651
1.118,3.671
1.119,3.401
1.119,3.778
1.119,3.487
1.12,3.147
1.121,2.829
1.121,3.298
1.121,3.315
1.122,3.05
1.123,3.395
1.123,3.476
1.123,3.703
1.124,3.137
1.125,4.571
1.125,2.538
1.125,3.827
1.126,3.913
1.127,3.617
1.127,4.107
1.127,3.908
1.128,3.525
1.129,3.573
1.129,3.466
1.129,3.525
1.13,3.606
1.131,4.253
1.131,3.757
1.131,3.261
1.132,4.059
1.133,3.649
1.133,4.582
1.133,4.425
1.134,2.91
1.135,3.536
1.135,3.708
1.135,2.829
1.136,3.271
1.137,3.832
1.137,3.191
1.137,2.926
1.138,3.822
1.139,3.697
1.139,3.379
1.139,3.746
1.14,3.293
1.141,4.167
1.141,2.775
1.141,3.546
1.142,3.53
1.143,4.377
1.143,3.902
1.143,3.681
1.144,4.248
1.145,3.476
1.145,3.298
1.145,3.973
1.146,3.956
1.147,3.832
1.147,3.358
1.147,2.845
1.148,3.919
1.149,4.415
1.149,4.307
1.149,3.757
1.15,4.14
1.151,3.212
1.151,3.309
1.151,3.708
1.152,3.12
1.153,3.503
1.153,4.102
1.153,3.816
1.154,2.646
1.155,4.506
1.155,4.161
1.155,3.298
1.156,3.757
1.157,3.617
1.157,3.768
1.157,3.94
1.158,3.881
1.159,3.293
1.159,3.158
1.159,3.757
1.16,3.325
1.161,3.8
1.161,2.748
1.161,3.719
1.162,3.811
1.163,3.207
1.163,3.455
1.163,3.735
1.164,3.902
1.165,3.013
1.165,3.584
1.165,3.126
1.166,3.617
1.167,3.52
1.167,3.536
1.167,2.738
1.168,4.566
1.169,3.946
1.169,3.622
1.169,4.064
1.17,3.622
1.171,3.595
1.171,2.781
1.171,3.568
1.172,2.608
1.173,4.517
1.173,3.541
1.173,2.716
1.174,4.145
1.175,3.735
1.175,3.083
1.175,3.347
1.176,4.409
1.176,3.013
1.177,3.875
1.177,4.097
1.178,4.043
1.179,3.546
1.179,4.134
1.179,3.104
1.18,4.291
1.18,3.379
1.181,3.53
1.181,2.996
1.182,3.649
1.183,3.255
1.183,4.555
1.183,4.647
1.184,3.606
1.184,3.563
1.185,4.668
1.185,2.883
1.186,3.768
1.187,4.248
1.187,4.005
1.187,3.53
1.188,3.735
1.188,3.816
1.189,2.77
1.19,4.167
1.19,3.584
1.191,4.576
1.191,4.102
1.192,3.466
1.192,3.147
1.192,4.566
1.193,3.989
1.194,4.366
1.194,4.269
1.195,4.512
1.195,4.156
1.196,3.422
1.196,4.404
1.196,3.724
1.197,4.021
1.198,3.697
1.198,4.296
1.199,3.951
1.199,4.177
1.2,3.724
1.2,3.897
1.2,4.183
1.201,2.856
1.202,3.978
1.202,3.466
1.203,3.04
1.203,3.946
1.204,3.617
1.204,2.468
1.204,4.134
1.205,3.665
1.206,3.298
1.206,4.091
1.207,3.983
1.207,4.064
1.208,3.514
1.208,3.633
1.208,4.021
1.209,4.377
1.21,4.652
1.21,3.676
1.21,3.94
1.211,4.301
1.212,4.339
1.212,4.107
1.212,3.39
1.213,4.625
1.214,4.323
1.214,4.118
1.214,4.032
1.215,4.339
1.216,4.539
1.216,3.611
1.216,3.994
1.217,4.911
1.218,3.692
1.218,4.323
1.218,3.94
1.219,3.336
1.22,3.282
1.22,4.059
1.22,3.315
1.221,3.671
1.222,3.913
1.222,2.57
1.222,3.546
1.223,4.339
1.224,4.07
1.224,3.298
1.224,4.199
1.225,3.023
1.226,3.946
1.226,4.55
1.226,3.067
1.227,3.886
1.228,4.043
1.228,4.15
1.228,3.546
1.229,4.037
1.23,4.62
1.23,4.431
1.23,3.557
1.231,3.158
1.232,3.94
1.232,3.061
1.232,4.242
1.233,3.773
1.234,4.237
1.234,3.255
1.234,2.894
1.235,4.835
1.236,3.158
1.236,3.331
1.236,4.194
1.237,3.881
1.238,4.113
1.238,3.32
1.238,4.496
1.239,3.994
1.24,3.546
1.24,3.212
1.24,4.037
1.241,3.201
1.242,4.803
1.242,4.048
1.242,4.237
1.243,4.226
1.244,3.568
1.244,4.792
1.244,4.01
1.245,4.005
1.246,4.884
1.246,3.999
1.246,3.59
1.247,3.633
1.248,3.644
1.248,4.118
1.248,4.345
1.249,4.145
1.25,5.008
1.25,3.875
1.25,3.158
1.251,3.768
1.252,4.873
1.252,4.167
1.252,3.762
1.253,4.199
1.254,3.768
1.254,4.269
1.254,3.6
1.255,3.406
1.256,4.312
1.256,3.692
1.256,3.875
1.257,4.415
1.258,3.773
1.258,3.832
1.258,3.466
1.259,4.625
1.26,4.107
1.26,3.493
1.26,3.848
1.261,4.442
1.262,4.614
1.262,4.177
1.262,4.431
1.263,4.091
1.264,3.53
1.264,4.965
1.264,4.598
1.265,3.827
1.266,3.66
1.266,3.536
1.266,4.248
1.267,3.757
1.268,3.692
1.268,5.029
1.268,3.385
1.269,3.007
1.27,3.94
1.27,3.336
1.27,3.482
1.271,3.369
1.272,4.582
1.272,3.595
1.272,4.765
1.273,4.123
1.274,3.52
1.274,4.469
1.274,4.431
1.275,3.32
1.276,3.137
1.276,4.63
1.276,4.01
1.277,4.291
1.278,3.843
1.278,4.377
1.278,4.258
1.279,3.816
1.28,4.269
1.28,3.989
1.28,4.123
1.281,4.274
1.282,3.816
1.282,3.924
1.282,3.52
1.283,3.53
1.284,4.296
1.284,4.83
1.284,3.886
1.285,4.674
1.286,4.037
1.286,4.14
1.286,3.541
1.287,4.177
1.288,4.177
1.288,3.875
1.288,4.55
1.289,4.145
1.289,4.981
1.29,3.331
1.29,3.557
1.291,4.533
1.292,3.137
1.292,2.738
1.292,4.177
1.293,4.28
1.293,3.369
1.294,4.42
1.294,3.32
1.295,4.194
1.296,3.406
1.296,4.566
1.296,4.663
1.297,4.372
1.297,4.237
1.298,3.956
1.298,4.528
1.299,3.724
1.3,4.49
1.3,4.134
1.3,3.498
1.301,4.469
1.301,4.679
1.302,4.016
1.302,3.471
1.303,3.697
1.304,5.585
1.304,4.787
1.304,4.194
1.305,4.237
1.305,4.097
1.306,4.355
1.306,4.242
1.307,4.28
1.308,4.361
1.308,3.8
1.308,5.154
1.309,3.029
1.309,4.76
1.31,3.751
1.31,4.576
1.311,4.399
1.312,5.31
1.312,4.452
1.312,4.463
1.313,3.924
1.313,4.156
1.314,4.285
1.315,4.598
1.315,4.986
1.316,3.385
1.316,3.983
1.317,4.539
1.317,4.636
1.317,3.649
1.318,3.978
1.319,3.654
1.319,4.15
1.32,4.005
1.32,4.194
1.321,2.818
1.321,4.091
1.321,4.62
1.322,3.768
1.323,4.808
1.323,4.355
1.324,3.66
1.324,3.762
1.325,2.996
1.325,4.458
1.325,3.568
1.326,5.143
1.327,3.827
1.327,3.946
1.328,5.391
1.328,4.086
1.329,3.897
1.329,4.215
1.329,3.946
1.33,3.859
1.331,5.083
1.331,3.762
1.332,3.848
1.332,3.854
1.333,4.458
1.333,3.687
1.333,4.215
1.334,3.778
1.335,3.919
1.335,4.118
1.336,3.687
1.336,4.097
1.337,4.587
1.337,4.711
1.337,4.576
1.338,4.312
1.339,4.043
1.339,4.253
1.34,3.8
1.34,4.059
1.341,5.321
1.341,4.496
1.341,3.482
1.342,4.393
1.343,4.496
1.343,4.873
1.344,4.026
1.344,4.409
1.345,3.719
1.345,3.967
1.345,4.501
1.346,3.881
1.347,3.956
1.347,4.07
1.348,3.557
1.348,4.727
1.349,5.051
1.349,4.021
1.349,4.603
1.35,4.188
1.351,3.304
1.351,3.649
1.352,3.962
1.352,3.379
1.353,3.687
1.353,3.854
1.353,4.776
1.354,4.647
1.355,3.789
1.355,4.976
1.355,4.55
1.356,4.221
1.357,4.183
1.357,4.242
1.357,4.037
1.358,4.663
1.359,3.563
1.359,4.582
1.359,5.758
1.36,4.156
1.361,4.253
1.361,4.835
1.361,4.679
1.362,4.388
1.363,4.415
1.363,3.66
1.363,4.005
1.364,4.458
1.365,3.784
1.365,3.579
1.365,4.566
1.366,3.59
1.367,4.339
1.367,4.053
1.367,2.926
1.368,3.875
1.369,4.167
1.369,3.509
1.369,4.668
1.37,4.237
1.371,4.064
1.371,3.315
1.371,4.496
1.372,3.649
1.373,4.399
1.373,3.724
1.373,4.237
1.374,4.301
1.375,4.097
1.375,4.388
1.375,4.188
1.376,4.21
1.377,4.28
1.377,3.805
1.377,5.315
1.378,4.129
1.379,4.458
1.379,3.676
1.379,3.865
1.38,4.075
1.381,4.194
1.381,4.9
1.381,4.064
1.382,4.016
1.383,4.965
1.383,4.226
1.383,4.086
1.384,4.679
1.385,4.129
1.385,4.668
1.385,4.113
1.386,4.204
1.387,3.741
1.387,3.622
1.387,4.614
1.388,3.013
1.389,3.865
1.389,4.156
1.389,3.714
1.39,3.751
1.391,4.145
1.391,5.331
1.391,5.342
1.392,3.498
1.393,5.229
1.393,4.889
1.393,3.999
1.394,4.355
1.395,3.822
1.395,3.919
1.395,4.215
1.396,4.582
1.397,5.331
1.397,4.237
1.397,5.305
1.398,4.749
1.399,4.754
1.399,4.733
1.399,4.372
1.4,4.339
1.401,4.167
1.401,3.719
1.401,3.412
1.402,4.593
1.403,2.991
1.403,4.62
1.403,4.161
1.404,4.42
1.405,4.145
1.405,3.277
1.405,3.902
1.406,3.654
1.407,4.177
1.407,4.652
1.407,3.832
1.408,4.328
1.409,3.913
1.409,4.35
1.409,4.377
1.41,4.15
1.411,4.355
1.411,4.442
1.411,5.375
1.412,4.301
1.413,3.649
1.413,4.69
1.413,4.037
1.414,4.582
1.415,4.194
1.415,4.469
1.415,4.798
1.416,3.913
1.417,5.154
1.417,4.097
1.417,3.541
1.418,3.865
1.418,4.576
1.419,3.805
1.419,4.269
1.42,4.366
1.421,4.048
1.421,3.719
1.421,3.919
1.422,4.76
1.422,3.681
1.423,4.905
1.423,4.744
1.424,4.404
1.425,4.253
1.425,4.183
1.425,3.633
1.426,5.029
1.426,4.231
1.427,3.8
1.427,5.229
1.428,3.967
1.429,4.161
1.429,4.771
1.429,4.021
1.43,4.922
1.43,3.536
1.431,4.393
1.431,5.073
1.432,5.094
1.433,4.264
1.433,4.641
1.433,4.523
1.434,4.981
1.434,2.689
1.435,4.431
1.435,4.69
1.436,3.8
1.437,3.994
1.437,3.282
1.437,4.134
1.438,3.962
1.438,4.14
1.439,3.951
1.44,4.846
1.44,4.129
1.441,3.493
1.441,3.897
1.442,3.989
1.442,2.77
1.442,4.878
1.443,4.291
1.444,3.568
1.444,4.415
1.445,4.091
1.445,4.479
1.446,3.671
1.446,4.9
1.446,4.123
1.447,4.107
1.448,4.372
1.448,3.897
1.449,4.42
1.449,3.768
1.45,3.417
1.45,3.827
1.45,3.827
1.451,3.342
1.452,4.555
1.452,4.404
1.453,3.827
1.453,4.485
1.454,4.539
1.454,4.253
1.454,4.576
1.455,4.49
1.456,4.657
1.456,3.223
1.457,4.172
1.457,4.862
1.458,4.059
1.458,4.107
1.458,2.926
1.459,4.609
1.46,5.17
1.46,3.422
1.461,4.62
1.461,4.986
1.462,4.63
1.462,4.469
1.462,4.873
1.463,4.922
1.464,4.318
1.464,4.355
1.465,3.606
1.465,4.571
1.466,4.377
1.466,4.221
1.466,5.283
1.467,4.528
1.468,3.87
1.468,4.377
1.469,4.566
1.469,3.816
1.47,4.706
1.47,3.789
1.47,3.719
1.471,4.647
1.472,4.862
1.472,4.215
1.473,4.123
1.473,4.215
1.474,5.17
1.474,3.892
1.474,4.312
1.475,3.919
1.476,3.552
1.476,4.868
1.477,3.978
1.477,4.075
1.478,4.706
1.478,4.129
1.478,4.409
1.479,4.291
1.48,4.366
1.48,4.674
1.48,4.393
1.481,4.452
1.482,3.919
1.482,4.663
1.482,5.094
1.483,4.097
1.484,4.393
1.484,4.841
1.484,3.525
1.485,3.757
1.486,4.539
1.486,3.735
1.486,3.822
1.487,4.28
1.488,4.242
1.488,4.63
1.488,4.744
1.489,4.231
1.49,3.503
1.49,4.231
1.49,4.145
1.491,4.49
1.492,4.717
1.492,4.237
1.492,4.857
1.493,4.533
1.494,3.973
1.494,3.66
1.494,4.474
1.495,3.94
1.496,2.883
1.496,3.956
1.496,4.161
1.497,4.528
1.498,4.404
1.498,4.749
1.498,3.73
1.499,4.895
1.5,3.994
1.5,3.6
1.501,4.221
1.501,3.546
1.502,5.121
1.502,5.067
1.502,3.875
1.503,4.566
1.504,3.557
1.504,3.902
1.505,4.501
1.505,4.183
1.506,4.922
1.506,4.825
1.506,4.021
1.507,4.388
1.508,3.87
1.508,4.544
1.509,5.046
1.509,4.15
1.51,4.312
1.51,2.835
1.51,4.544
1.511,4.215
1.512,4.447
1.512,4.566
1.512,3.908
1.513,4.35
1.514,4.161
1.514,4.674
1.514,3.881
1.515,4.857
1.515,4.425
1.516,4.582
1.516,3.978
1.517,4.911
1.518,4.005
1.518,4.258
1.518,4.161
1.519,3.994
1.519,4.62
1.52,4.56
1.52,4.787
1.521,4.296
1.522,4.436
1.522,4.242
1.522,4.291
1.523,4.452
1.523,4.059
1.524,4.943
1.524,4.42
1.525,4.226
1.526,3.746
1.526,4.62
1.526,4.388
1.527,4.981
1.527,4.447
1.528,4.798
1.528,4.679
1.529,4.42
1.53,5.429
1.53,5.17
1.53,5.013
1.531,5.402
1.531,4.361
1.532,4.258
1.532,4.593
1.533,4.237
1.534,4.916
1.534,4.63
1.534,3.218
1.535,4.463
1.535,4.328
1.536,4.296
1.536,3.741
1.537,4.781
1.538,4.916
1.538,3.924
1.538,4.075
1.539,4.161
1.539,4.582
1.54,3.681
1.54,4.35
1.541,4.425
1.542,5.11
1.542,3.611
1.542,4.663
1.543,4.652
1.543,3.838
1.544,4.469
1.544,4.409
1.545,4.614
1.546,4.496
1.546,4.14
1.546,4.598
1.547,4.744
1.547,4.776
1.548,3.886
1.548,4.506
1.549,4.091
1.55,4.431
1.55,4.959
1.55,4.301
1.551,3.255
1.551,4.593
1.552,4.215
1.552,4.781
1.553,5.218
1.554,3.482
1.554,3.557
1.554,3.8
1.555,3.881
1.555,4.55
1.556,4.722
1.556,4.409
1.557,5.073
1.558,3.87
1.558,3.94
1.558,5.056
1.559,3.692
1.559,6.232
1.56,3.336
1.56,4.695
1.561,4.479
1.562,4.706
1.562,4.49
1.562,4.194
1.563,5.337
1.563,3.999
1.564,5.035
1.565,3.913
1.565,4.161
1.566,4.425
1.566,3.822
1.567,4.323
1.567,4.976
1.567,3.929
1.568,4.593
1.569,4.884
1.569,3.692
1.57,4.361
1.57,4.323
1.571,4.415
1.571,4.819
1.571,3.671
1.572,4.242
1.573,5.213
1.573,5.272
1.574,4.943
1.574,4.442
1.575,4.625
1.575,5.04
1.575,4.528
1.576,4.603
1.577,5.04
1.577,4.258
1.578,5.207
1.578,4.684
1.579,4.674
1.579,4.835
1.579,4.927
1.58,5.364
1.581,5.321
1.581,4.932
1.582,4.134
1.582,4.862
1.583,4.83
1.583,3.816
1.583,4.663
1.584,4.819
1.585,4.075
1.585,4.841
1.586,4.204
1.586,3.627
1.587,4.949
1.587,4.037
1.587,3.374
1.588,5.056
1.589,4.722
1.589,4.301
1.59,3.768
1.59,3.935
1.591,4.059
1.591,4.377
1.591,4.501
1.592,3.719
1.593,4.959
1.593,4.97
1.594,3.8
1.594,4.733
1.595,4.55
1.595,4.372
1.595,4.576
1.596,4.032
1.597,4.717
1.597,4.916
1.598,3.816
1.598,4.555
1.599,3.816
1.599,4.334
1.599,4.997
1.6,3.439
1.601,4.506
1.601,4.706
1.602,4.517
1.602,4.517
1.603,4.512
1.603,4.221
1.603,3.892
1.604,3.751
1.605,5.17
1.605,4.409
1.606,3.536
1.606,4.312
1.607,4.366
1.607,5.094
1.607,4.598
1.608,4.14
1.609,2.894
1.609,3.546
1.61,5.019
1.61,4.399
1.611,4.571
1.611,4.01
1.611,3.671
1.612,4.496
1.613,4.463
1.613,4.447
1.614,4.382
1.614,4.102
1.615,4.798
1.615,4.091
1.615,4.593
1.616,5.056
1.617,4.609
1.617,4.361
1.618,4.177
1.618,3.795
1.619,4.657
1.619,4.091
1.619,4.447
1.62,4.431
1.621,4.145
1.621,4.204
1.622,4.647
1.622,3.924
1.623,3.989
1.623,3.913
1.623,4.506
1.624,4.296
1.625,3.902
1.625,4.614
1.626,3.428
1.626,4.986
1.627,3.703
1.627,4.528
1.627,4.598
1.628,4.56
1.629,4.161
1.629,3.784
1.63,5.013
1.63,4.01
1.631,4.603
1.631,4.949
1.631,4.63
1.632,4.204
1.633,4.884
1.633,4.889
1.634,4.808
1.634,4.663
1.635,3.789
1.635,5.089
1.635,4.706
1.636,4.08
1.637,4.291
1.637,3.25
1.638,5.008
1.638,4.458
1.639,4.123
1.639,5.127
1.639,5.029
1.64,3.681
1.64,4.647
1.641,4.323
1.641,4.555
1.642,4.194
1.643,4.264
1.643,5.046
1.643,4.9
1.644,4.318
1.644,4.377
1.645,4.83
1.645,4.291
1.646,3.751
1.647,4.177
1.647,4.161
1.647,4.248
1.648,4.345
1.648,4.388
1.649,4.506
1.649,4.291
1.65,4.393
1.651,4.102
1.651,2.899
1.651,4.447
1.652,4.808
1.652,4.328
1.653,4.603
1.653,4.172
1.654,4.248
1.655,5.013
1.655,4.431
1.655,3.244
1.656,4.986
1.656,3.983
1.657,4.425
1.657,5.536
1.658,4.798
1.659,3.46
1.659,4.28
1.659,5.504
1.66,4.49
1.66,4.776
1.661,4.787
1.661,4.647
1.662,3.989
1.663,4.485
1.663,3.859
1.663,4.442
1.664,4.868
1.664,4.49
1.665,3.66
1.665,3.6
1.666,4.204
1.667,3.422
1.667,3.444
1.667,3.827
1.668,4.248
1.668,3.778
1.669,3.514
1.669,3.654
1.67,4.064
1.671,4.781
1.671,4.323
1.671,3.886
1.672,4.248
1.672,4.965
1.673,4.215
1.673,4.048
1.674,4.296
1.675,3.611
1.675,4.663
1.675,3.929
1.676,4.603
1.676,4.048
1.677,3.735
1.677,5.18
1.678,4.145
1.679,4.485
1.679,4.35
1.679,3.859
1.68,4.382
1.68,4.657
1.681,3.546
1.681,4.048
1.682,4.539
1.683,5.11
1.683,3.989
1.683,4.927
1.684,4.118
1.684,2.872
1.685,4.479
1.685,4.339
1.686,4.388
1.687,4.113
1.687,3.946
1.687,4.415
1.688,3.611
1.688,3.768
1.689,3.773
1.69,4.62
1.69,4.005
1.691,5.148
1.691,4.393
1.692,4.852
1.692,2.98
1.692,4.841
1.693,4.501
1.694,4.301
1.694,4.188
1.695,5.472
1.695,4.188
1.696,4.905
1.696,3.39
1.696,4.199
1.697,4.738
1.698,4.021
1.698,4.949
1.699,3.902
1.699,4.01
1.7,4.463
1.7,4.738
1.7,5.056
1.701,3.913
1.702,4.237
1.702,4.835
1.703,3.973
1.703,5.418
1.704,3.881
1.704,5.035
1.704,4.496
1.705,3.369
1.706,4.695
1.706,4.69
1.707,4.868
1.707,4.366
1.708,4.318
1.708,3.795
1.708,3.644
1.709,4.177
1.71,4.922
1.71,3.546
1.711,4.981
1.711,4.587
1.712,4.571
1.712,4.409
1.712,4.916
1.713,4.377
1.714,4.097
1.714,4.35
1.715,3.778
1.715,4.425
1.716,4.593
1.716,3.557
1.716,4.037
1.717,4.523
1.718,3.638
1.718,4.242
1.719,4.425
1.719,3.805
1.72,3.762
1.72,4.571
1.72,4.123
1.721,3.773
1.722,4.803
1.722,3.422
1.723,4.83
1.723,4.625
1.724,4.609
1.724,4.539
1.724,3.951
1.725,4.97
1.726,3.708
1.726,4.134
1.727,4.377
1.727,4.878
1.728,4.355
1.728,4.609
1.728,4.01
1.729,4.253
1.73,4.016
1.73,4.485
1.731,4.307
1.731,3.951
1.732,4.07
1.732,4.895
1.732,4.323
1.733,4.183
1.734,4.237
1.734,4.458
1.735,4.425
1.735,4.873
1.736,4.62
1.736,4.091
1.736,3.795
1.737,4.07
1.738,4.517
1.738,3.848
1.739,4.221
1.739,3.956
1.74,4.62
1.74,5.019
1.74,4.603
1.741,4.792
1.742,3.687
1.742,4.361
1.743,4.032
1.743,4.21
1.744,3.778
1.744,4.177
1.744,4.431
1.745,3.703
1.746,4.032
1.746,4.339
1.747,4.873
