microseconds_since_start, kpe(P)=0.0035, kiei(I)=1e-09, kded(D)=0.0006,P_CMD,signal, mad_pitch,,,,,,,,,,,,,,,,,,,,,,,,,,
9445169,0.00949498,-5.85E-14,-0.00070158,8.79E-03,0.281685,-2.43117,,,,,,,,,,,,,,,,,,,,,,,,,,
9455170,0.00943968,-7.90E-14,-0.000947871,8.49E-03,0.211266,-2.41537,,,,,,,,,,,,,,,,,,,,,,,,,,
9465171,0.00917401,-3.80E-13,-0.00455435,4.62E-03,0.211266,-2.40988,,,,,,,,,,,,,,,,,,,,,,,,,,
9475172,0.00914066,-4.77E-14,-0.000571818,8.57E-03,0.281685,-2.40035,,,,,,,,,,,,,,,,,,,,,,,,,,
9485173,0.00937353,3.33E-13,0.00399213,1.34E-02,0.281685,-2.39647,,,,,,,,,,,,,,,,,,,,,,,,,,
9495174,0.00938406,1.50E-14,0.000180488,9.56E-03,0.281685,-2.39947,,,,,,,,,,,,,,,,,,,,,,,,,,
9505175,0.00943762,7.65E-14,0.00091816,1.04E-02,0.211266,-2.41478,,,,,,,,,,,,,,,,,,,,,,,,,,
9515176,0.00923313,-2.92E-13,-0.00350544,5.73E-03,0.211266,-2.42677,,,,,,,,,,,,,,,,,,,,,,,,,,
9525177,0.00930885,1.08E-13,0.00129805,1.06E-02,0.211266,-2.44841,,,,,,,,,,,,,,,,,,,,,,,,,,
9535178,0.00942602,1.67E-13,0.00200864,1.14E-02,0.211266,-2.48188,,,,,,,,,,,,,,,,,,,,,,,,,,
9545179,0.00951022,1.20E-13,0.00144333,1.10E-02,0.211266,-2.50594,,,,,,,,,,,,,,,,,,,,,,,,,,
9555180,0.00962866,1.69E-13,0.00203048,1.17E-02,0.211266,-2.53978,,,,,,,,,,,,,,,,,,,,,,,,,,
9565181,0.00976088,1.89E-13,0.00226665,1.20E-02,0.281685,-2.57756,,,,,,,,,,,,,,,,,,,,,,,,,,
9575182,0.0101153,5.06E-13,0.00607634,1.62E-02,0.281685,-2.60841,,,,,,,,,,,,,,,,,,,,,,,,,,
9585183,0.0102373,1.74E-13,0.00209078,1.23E-02,0.211266,-2.64326,,,,,,,,,,,,,,,,,,,,,,,,,,
9595184,0.0101326,-1.50E-13,-0.00179491,8.34E-03,0.211266,-2.68376,,,,,,,,,,,,,,,,,,,,,,,,,,
9605185,0.0102948,2.32E-13,0.00278096,1.31E-02,0.211266,-2.73011,,,,,,,,,,,,,,,,,,,,,,,,,,
9615186,0.0104352,2.01E-13,0.00240606,1.28E-02,0.281685,-2.77021,,,,,,,,,,,,,,,,,,,,,,,,,,
9625196,0.0108597,6.06E-13,0.00727736,1.81E-02,0.281685,-2.82108,,,,,,,,,,,,,,,,,,,,,,,,,,
9635198,0.0110469,2.67E-13,0.00320914,1.43E-02,0.281685,-2.87457,,,,,,,,,,,,,,,,,,,,,,,,,,
9645199,0.0111952,2.12E-13,0.00254279,1.37E-02,0.281685,-2.91695,,,,,,,,,,,,,,,,,,,,,,,,,,
9655200,0.0113284,1.90E-13,0.00228304,1.36E-02,0.211266,-2.955,,,,,,,,,,,,,,,,,,,,,,,,,,
9665201,0.0112545,-1.06E-13,-0.00126629,9.99E-03,0.211266,-3.00431,,,,,,,,,,,,,,,,,,,,,,,,,,
9675202,0.0114077,2.19E-13,0.00262599,1.40E-02,0.281685,-3.04808,,,,,,,,,,,,,,,,,,,,,,,,,,
9685203,0.0118127,5.79E-13,0.0069423,1.88E-02,0.281685,-3.09337,,,,,,,,,,,,,,,,,,,,,,,,,,
9695204,0.0119567,2.06E-13,0.00246872,1.44E-02,0.281685,-3.13451,,,,,,,,,,,,,,,,,,,,,,,,,,
9705205,0.012138,2.59E-13,0.0031083,1.52E-02,0.281685,-3.18632,,,,,,,,,,,,,,,,,,,,,,,,,,
9715206,0.0123275,2.71E-13,0.00324846,1.56E-02,0.281685,-3.24046,,,,,,,,,,,,,,,,,,,,,,,,,,
9725207,0.0125305,2.90E-13,0.00348063,1.60E-02,0.281685,-3.29847,,,,,,,,,,,,,,,,,,,,,,,,,,
9735208,0.0127181,2.68E-13,0.00321542,1.59E-02,0.281685,-3.35206,,,,,,,,,,,,,,,,,,,,,,,,,,
9745209,0.0129028,2.64E-13,0.00316607,1.61E-02,0.281685,-3.40483,,,,,,,,,,,,,,,,,,,,,,,,,,
9755210,0.0131079,2.93E-13,0.00351548,1.66E-02,0.281685,-3.46342,,,,,,,,,,,,,,,,,,,,,,,,,,
9765211,0.0133009,2.76E-13,0.00330857,1.66E-02,0.281685,-3.51856,,,,,,,,,,,,,,,,,,,,,,,,,,
9775212,0.0134943,2.76E-13,0.00331615,1.68E-02,0.281685,-3.57383,,,,,,,,,,,,,,,,,,,,,,,,,,
9785213,0.0136772,2.61E-13,0.00313595,1.68E-02,0.281685,-3.62609,,,,,,,,,,,,,,,,,,,,,,,,,,
9795214,0.0138703,2.76E-13,0.00330917,1.72E-02,0.281685,-3.68125,,,,,,,,,,,,,,,,,,,,,,,,,,
9805215,0.0140489,2.55E-13,0.0030628,1.71E-02,0.281685,-3.73229,,,,,,,,,,,,,,,,,,,,,,,,,,
9815216,0.0142217,2.47E-13,0.00296242,1.72E-02,0.281685,-3.78167,,,,,,,,,,,,,,,,,,,,,,,,,,
9825217,0.0144394,3.11E-13,0.00373132,1.82E-02,0.281685,-3.84386,,,,,,,,,,,,,,,,,,,,,,,,,,
9835218,0.0146247,2.65E-13,0.00317685,1.78E-02,0.211266,-3.8968,,,,,,,,,,,,,,,,,,,,,,,,,,
9845219,0.0145621,-8.95E-14,-0.00107346,1.35E-02,0.211266,-3.94933,,,,,,,,,,,,,,,,,,,,,,,,,,
9855220,0.0147792,3.10E-13,0.00372165,1.85E-02,0.211266,-4.01136,,,,,,,,,,,,,,,,,,,,,,,,,,
9865221,0.0150053,3.23E-13,0.00387626,1.89E-02,0.211266,-4.07596,,,,,,,,,,,,,,,,,,,,,,,,,,
9875222,0.0152151,3.00E-13,0.00359662,1.88E-02,0.281685,-4.13591,,,,,,,,,,,,,,,,,,,,,,,,,,
9885223,0.0157028,6.97E-13,0.00836117,2.41E-02,0.281685,-4.20484,,,,,,,,,,,,,,,,,,,,,,,,,,
9895224,0.0159357,3.33E-13,0.00399216,1.99E-02,0.281685,-4.27138,,,,,,,,,,,,,,,,,,,,,,,,,,
9905225,0.0161701,3.35E-13,0.00401816,2.02E-02,0.281685,-4.33835,,,,,,,,,,,,,,,,,,,,,,,,,,
9915226,0.0163995,3.28E-13,0.00393308,2.03E-02,0.211266,-4.4039,,,,,,,,,,,,,,,,,,,,,,,,,,
9925227,0.0163771,-3.21E-14,-0.000385523,1.60E-02,0.211266,-4.46789,,,,,,,,,,,,,,,,,,,,,,,,,,
9935228,0.0166078,3.30E-13,0.00395625,2.06E-02,0.211266,-4.53383,,,,,,,,,,,,,,,,,,,,,,,,,,
9945229,0.016823,3.07E-13,0.00368886,2.05E-02,0.211266,-4.59531,,,,,,,,,,,,,,,,,,,,,,,,,,
9955230,0.0170116,2.69E-13,0.00323304,2.02E-02,0.211266,-4.64919,,,,,,,,,,,,,,,,,,,,,,,,,,
9965231,0.0171701,2.26E-13,0.00271711,1.99E-02,0.281685,-4.69448,,,,,,,,,,,,,,,,,,,,,,,,,,
9975232,0.0175746,5.78E-13,0.00693398,2.45E-02,0.281685,-4.73963,,,,,,,,,,,,,,,,,,,,,,,,,,
9985233,0.0177274,2.18E-13,0.00261941,2.03E-02,0.211266,-4.78328,,,,,,,,,,,,,,,,,,,,,,,,,,
9995234,0.0176008,-1.81E-13,-0.0021694,1.54E-02,0.211266,-4.81755,,,,,,,,,,,,,,,,,,,,,,,,,,
10005235,0.0177219,1.73E-13,0.0020761,1.98E-02,0.211266,-4.85215,,,,,,,,,,,,,,,,,,,,,,,,,,
10015236,0.0177991,1.10E-13,0.00132279,1.91E-02,0.211266,-4.87419,,,,,,,,,,,,,,,,,,,,,,,,,,
10025237,0.0178442,6.44E-14,0.00077282,1.86E-02,0.211266,-4.88707,,,,,,,,,,,,,,,,,,,,,,,,,,
10035238,0.0178804,5.17E-14,0.000620298,1.85E-02,0.211266,-4.89741,,,,,,,,,,,,,,,,,,,,,,,,,,
10045239,0.0179092,4.12E-14,0.000494127,1.84E-02,0.211266,-4.90565,,,,,,,,,,,,,,,,,,,,,,,,,,
10055240,0.0179282,2.72E-14,0.000326357,1.83E-02,0.211266,-4.91109,,,,,,,,,,,,,,,,,,,,,,,,,,
10065241,0.017919,-1.32E-14,-0.000158529,1.78E-02,0.211266,-4.90845,,,,,,,,,,,,,,,,,,,,,,,,,,
10075242,0.0179109,-1.15E-14,-0.000138245,1.78E-02,0.281685,-4.90614,,,,,,,,,,,,,,,,,,,,,,,,,,
10085243,0.0181516,3.44E-13,0.00412514,2.23E-02,0.281685,-4.90447,,,,,,,,,,,,,,,,,,,,,,,,,,
10095244,0.0181079,-6.24E-14,-0.000749216,1.74E-02,0.211266,-4.89199,,,,,,,,,,,,,,,,,,,,,,,,,,
10105245,0.0178114,-4.23E-13,-0.00508149,1.27E-02,0.211266,-4.87772,,,,,,,,,,,,,,,,,,,,,,,,,,
10115246,0.0177488,-8.95E-14,-0.00107426,1.67E-02,0.211266,-4.85981,,,,,,,,,,,,,,,,,,,,,,,,,,
10125247,0.0176745,-1.06E-13,-0.00127381,1.64E-02,0.211266,-4.83858,,,,,,,,,,,,,,,,,,,,,,,,,,
10135248,0.0175776,-1.38E-13,-0.00166108,1.59E-02,0.281685,-4.8109,,,,,,,,,,,,,,,,,,,,,,,,,,
10145249,0.0177146,1.96E-13,0.00234953,2.01E-02,0.281685,-4.77964,,,,,,,,,,,,,,,,,,,,,,,,,,
10155250,0.0175837,-1.87E-13,-0.00224496,1.53E-02,0.281685,-4.74222,,,,,,,,,,,,,,,,,,,,,,,,,,
10165251,0.0174169,-2.38E-13,-0.00285902,1.46E-02,0.211266,-4.69457,,,,,,,,,,,,,,,,,,,,,,,,,,
10175252,0.0169967,-6.00E-13,-0.00720411,9.79E-03,0.211266,-4.64492,,,,,,,,,,,,,,,,,,,,,,,,,,
10185253,0.0167764,-3.15E-13,-0.00377495,1.30E-02,0.211266,-4.582,,,,,,,,,,,,,,,,,,,,,,,,,,
10195254,0.0165436,-3.33E-13,-0.00399127,1.26E-02,0.211266,-4.51548,,,,,,,,,,,,,,,,,,,,,,,,,,
10205255,0.0162917,-3.60E-13,-0.00431946,1.20E-02,0.281685,-4.44349,,,,,,,,,,,,,,,,,,,,,,,,,,
10215256,0.0162793,-1.77E-14,-0.000211945,1.61E-02,0.281685,-4.36954,,,,,,,,,,,,,,,,,,,,,,,,,,
10225257,0.0159977,-4.02E-13,-0.00482669,1.12E-02,0.281685,-4.2891,,,,,,,,,,,,,,,,,,,,,,,,,,
10235258,0.0157182,-3.99E-13,-0.00479113,1.09E-02,0.281685,-4.20924,,,,,,,,,,,,,,,,,,,,,,,,,,
10245259,0.0154306,-4.11E-13,-0.00493092,1.05E-02,0.211266,-4.12706,,,,,,,,,,,,,,,,,,,,,,,,,,
10255260,0.0148796,-7.87E-13,-0.00944593,5.43E-03,0.211266,-4.04005,,,,,,,,,,,,,,,,,,,,,,,,,,
10265261,0.0145602,-4.56E-13,-0.00547503,9.09E-03,0.211266,-3.9488,,,,,,,,,,,,,,,,,,,,,,,,,,
10275263,0.0142659,-4.20E-13,-0.00504478,9.22E-03,0.281685,-3.86472,,,,,,,,,,,,,,,,,,,,,,,,,,
10285264,0.0141956,-1.00E-13,-0.00120569,1.30E-02,0.281685,-3.7742,,,,,,,,,,,,,,,,,,,,,,,,,,
10295265,0.0138849,-4.44E-13,-0.00532727,8.56E-03,0.281685,-3.68542,,,,,,,,,,,,,,,,,,,,,,,,,,
10305266,0.0135892,-4.22E-13,-0.00506779,8.52E-03,0.281685,-3.60095,,,,,,,,,,,,,,,,,,,,,,,,,,
10315267,0.0133105,-3.98E-13,-0.00477792,8.53E-03,0.281685,-3.52132,,,,,,,,,,,,,,,,,,,,,,,,,,
10325268,0.0130584,-3.60E-13,-0.00432203,8.74E-03,0.281685,-3.44929,,,,,,,,,,,,,,,,,,,,,,,,,,
10335269,0.0128092,-3.56E-13,-0.00427156,8.54E-03,0.211266,-3.37809,,,,,,,,,,,,,,,,,,,,,,,,,,
10345270,0.0123034,-7.23E-13,-0.00867208,3.63E-03,0.211266,-3.30398,,,,,,,,,,,,,,,,,,,,,,,,,,
10355271,0.012067,-3.38E-13,-0.00405108,8.02E-03,0.211266,-3.23646,,,,,,,,,,,,,,,,,,,,,,,,,,
10365272,0.0118221,-3.50E-13,-0.00419855,7.62E-03,0.211266,-3.16649,,,,,,,,,,,,,,,,,,,,,,,,,,
10375273,0.0115826,-3.42E-13,-0.00410578,7.48E-03,0.281685,-3.09806,,,,,,,,,,,,,,,,,,,,,,,,,,
10385274,0.011624,5.91E-14,0.000709477,1.23E-02,0.281685,-3.03946,,,,,,,,,,,,,,,,,,,,,,,,,,
10395275,0.0114194,-2.92E-13,-0.00350804,7.91E-03,0.281685,-2.98099,,,,,,,,,,,,,,,,,,,,,,,,,,
10405276,0.0112334,-2.66E-13,-0.00318797,8.05E-03,0.281685,-2.92786,,,,,,,,,,,,,,,,,,,,,,,,,,
10415277,0.0110927,-2.01E-13,-0.0024121,8.68E-03,0.281685,-2.88766,,,,,,,,,,,,,,,,,,,,,,,,,,
10425278,0.0109775,-1.65E-13,-0.00197562,9.00E-03,0.281685,-2.85473,,,,,,,,,,,,,,,,,,,,,,,,,,
10435279,0.0108747,-1.47E-13,-0.00176209,9.11E-03,0.281685,-2.82536,,,,,,,,,,,,,,,,,,,,,,,,,,
10445280,0.0107764,-1.40E-13,-0.0016843,9.09E-03,0.211266,-2.79729,,,,,,,,,,,,,,,,,,,,,,,,,,
10455281,0.0104438,-4.75E-13,-0.00570203,4.74E-03,0.211266,-2.77268,,,,,,,,,,,,,,,,,,,,,,,,,,
10465282,0.0103664,-1.11E-13,-0.00132687,9.04E-03,0.281685,-2.75056,,,,,,,,,,,,,,,,,,,,,,,,,,
10475283,0.0105681,2.88E-13,0.00345699,1.40E-02,0.281685,-2.73776,,,,,,,,,,,,,,,,,,,,,,,,,,
10485284,0.0105394,-4.10E-14,-0.000491409,1.00E-02,0.281685,-2.72957,,,,,,,,,,,,,,,,,,,,,,,,,,
10495285,0.0105447,7.53E-15,9.04E-05,1.06E-02,0.211266,-2.73108,,,,,,,,,,,,,,,,,,,,,,,,,,
10505286,0.010281,-3.77E-13,-0.00451927,5.76E-03,0.211266,-2.72618,,,,,,,,,,,,,,,,,,,,,,,,,,
10515287,0.010328,6.71E-14,0.000805678,1.11E-02,0.211266,-2.7396,,,,,,,,,,,,,,,,,,,,,,,,,,
10525288,0.0103625,4.93E-14,0.000591116,1.10E-02,0.211266,-2.74945,,,,,,,,,,,,,,,,,,,,,,,,,,
10535289,0.0104297,9.60E-14,0.00115175,1.16E-02,0.211266,-2.76865,,,,,,,,,,,,,,,,,,,,,,,,,,
10545290,0.0105008,1.02E-13,0.00121804,1.17E-02,0.211266,-2.78895,,,,,,,,,,,,,,,,,,,,,,,,,,
10555291,0.0105634,8.95E-14,0.00107426,1.16E-02,0.281685,-2.80686,,,,,,,,,,,,,,,,,,,,,,,,,,
10565292,0.0109117,4.98E-13,0.00597071,1.69E-02,0.281685,-2.83595,,,,,,,,,,,,,,,,,,,,,,,,,,
10575293,0.0110198,1.54E-13,0.00185301,1.29E-02,0.281685,-2.86683,,,,,,,,,,,,,,,,,,,,,,,,,,
10585294,0.0111479,1.83E-13,0.00219632,1.33E-02,0.281685,-2.90344,,,,,,,,,,,,,,,,,,,,,,,,,,
10595295,0.011264,1.66E-13,0.00199041,1.33E-02,0.281685,-2.93661,,,,,,,,,,,,,,,,,,,,,,,,,,
10605296,0.0113975,1.91E-13,0.00228782,1.37E-02,0.281685,-2.97474,,,,,,,,,,,,,,,,,,,,,,,,,,
10615300,0.0115457,2.12E-13,0.0025402,1.41E-02,0.281685,-3.01708,,,,,,,,,,,,,,,,,,,,,,,,,,
10625301,0.0116884,2.04E-13,0.00244745,1.41E-02,0.281685,-3.05787,,,,,,,,,,,,,,,,,,,,,,,,,,
10635302,0.0118289,2.01E-13,0.00240754,1.42E-02,0.281685,-3.09799,,,,,,,,,,,,,,,,,,,,,,,,,,
10645303,0.0119924,2.34E-13,0.00280357,1.48E-02,0.211266,-3.14472,,,,,,,,,,,,,,,,,,,,,,,,,,
10655304,0.0118913,-1.44E-13,-0.00173382,1.02E-02,0.211266,-3.18624,,,,,,,,,,,,,,,,,,,,,,,,,,
10665305,0.0120433,2.17E-13,0.00260682,1.47E-02,0.211266,-3.22969,,,,,,,,,,,,,,,,,,,,,,,,,,
10675306,0.0121626,1.70E-13,0.0020446,1.42E-02,0.211266,-3.26377,,,,,,,,,,,,,,,,,,,,,,,,,,
10685307,0.0122792,1.67E-13,0.0019993,1.43E-02,0.281685,-3.29709,,,,,,,,,,,,,,,,,,,,,,,,,,
10695308,0.0126218,4.89E-13,0.00587215,1.85E-02,0.281685,-3.32454,,,,,,,,,,,,,,,,,,,,,,,,,,
10705309,0.0126912,9.92E-14,0.00119064,1.39E-02,0.281685,-3.34438,,,,,,,,,,,,,,,,,,,,,,,,,,
10715310,0.012743,7.39E-14,0.000886846,1.36E-02,0.281685,-3.35916,,,,,,,,,,,,,,,,,,,,,,,,,,
10725311,0.0127763,4.76E-14,0.000571103,1.33E-02,0.281685,-3.36868,,,,,,,,,,,,,,,,,,,,,,,,,,
10735312,0.0127711,-7.36E-15,-8.83E-05,1.27E-02,0.211266,-3.36721,,,,,,,,,,,,,,,,,,,,,,,,,,
10745313,0.012523,-3.54E-13,-0.00425353,8.27E-03,0.211266,-3.36674,,,,,,,,,,,,,,,,,,,,,,,,,,
10755314,0.0124788,-6.31E-14,-0.00075727,1.17E-02,0.211266,-3.35411,,,,,,,,,,,,,,,,,,,,,,,,,,
10765315,0.012427,-7.40E-14,-0.000888047,1.15E-02,0.211266,-3.33931,,,,,,,,,,,,,,,,,,,,,,,,,,
10775316,0.0123324,-1.35E-13,-0.0016217,1.07E-02,0.211266,-3.31229,,,,,,,,,,,,,,,,,,,,,,,,,,
10785317,0.0122545,-1.11E-13,-0.00133574,1.09E-02,0.211266,-3.29002,,,,,,,,,,,,,,,,,,,,,,,,,,
10795319,0.0121406,-1.63E-13,-0.00195346,1.02E-02,0.211266,-3.25747,,,,,,,,,,,,,,,,,,,,,,,,,,
10805320,0.0120354,-1.50E-13,-0.00180274,1.02E-02,0.211266,-3.22742,,,,,,,,,,,,,,,,,,,,,,,,,,
10815321,0.0118866,-2.13E-13,-0.00255105,9.34E-03,0.211266,-3.1849,,,,,,,,,,,,,,,,,,,,,,,,,,
10825322,0.0117091,-2.54E-13,-0.00304276,8.67E-03,0.211266,-3.13419,,,,,,,,,,,,,,,,,,,,,,,,,,
10835323,0.0115419,-2.39E-13,-0.00286562,8.68E-03,0.211266,-3.08643,,,,,,,,,,,,,,,,,,,,,,,,,,
10845324,0.011334,-2.97E-13,-0.00356506,7.77E-03,0.281685,-3.02701,,,,,,,,,,,,,,,,,,,,,,,,,,
10855325,0.0114058,1.03E-13,0.00123153,1.26E-02,0.281685,-2.97712,,,,,,,,,,,,,,,,,,,,,,,,,,
10865326,0.0112238,-2.60E-13,-0.00311943,8.10E-03,0.281685,-2.92513,,,,,,,,,,,,,,,,,,,,,,,,,,
10875327,0.0110347,-2.70E-13,-0.00324184,7.79E-03,0.281685,-2.8711,,,,,,,,,,,,,,,,,,,,,,,,,,
10885328,0.0108112,-3.19E-13,-0.00383283,6.98E-03,0.211266,-2.80722,,,,,,,,,,,,,,,,,,,,,,,,,,
10895329,0.0103386,-6.75E-13,-0.00810169,2.24E-03,0.211266,-2.74261,,,,,,,,,,,,,,,,,,,,,,,,,,
10905330,0.0101077,-3.30E-13,-0.00395751,6.15E-03,0.211266,-2.67665,,,,,,,,,,,,,,,,,,,,,,,,,,
10915331,0.00988795,-3.14E-13,-0.00376721,6.12E-03,0.211266,-2.61386,,,,,,,,,,,,,,,,,,,,,,,,,,
10925332,0.00966878,-3.13E-13,-0.00375717,5.91E-03,0.211266,-2.55124,,,,,,,,,,,,,,,,,,,,,,,,,,
10935333,0.00945457,-3.06E-13,-0.00367217,5.78E-03,0.211266,-2.49004,,,,,,,,,,,,,,,,,,,,,,,,,,
10945334,0.00926489,-2.71E-13,-0.00325167,6.01E-03,0.211266,-2.43585,,,,,,,,,,,,,,,,,,,,,,,,,,
10955335,0.00908022,-2.64E-13,-0.00316569,5.91E-03,0.281685,-2.38308,,,,,,,,,,,,,,,,,,,,,,,,,,
10965336,0.00909605,2.26E-14,0.000271311,9.37E-03,0.281685,-2.31719,,,,,,,,,,,,,,,,,,,,,,,,,,
10975337,0.00888988,-2.95E-13,-0.00353435,5.36E-03,0.211266,-2.25828,,,,,,,,,,,,,,,,,,,,,,,,,,
10985338,0.00846855,-6.02E-13,-0.00722282,1.25E-03,0.211266,-2.20832,,,,,,,,,,,,,,,,,,,,,,,,,,
10995339,0.00829641,-2.46E-13,-0.00295086,5.35E-03,0.281685,-2.15914,,,,,,,,,,,,,,,,,,,,,,,,,,
11005340,0.00836758,1.02E-13,0.00122004,9.59E-03,0.281685,-2.10905,,,,,,,,,,,,,,,,,,,,,,,,,,
11015341,0.00820744,-2.29E-13,-0.00274529,5.46E-03,0.211266,-2.0633,,,,,,,,,,,,,,,,,,,,,,,,,,
11025342,0.00779384,-5.91E-13,-0.00709039,7.03E-04,0.211266,-2.01554,,,,,,,,,,,,,,,,,,,,,,,,,,
11035343,0.00762179,-2.46E-13,-0.00294937,4.67E-03,0.211266,-1.96639,,,,,,,,,,,,,,,,,,,,,,,,,,
11045344,0.00746734,-2.21E-13,-0.00264773,4.82E-03,0.211266,-1.92226,,,,,,,,,,,,,,,,,,,,,,,,,,
11055345,0.00729713,-2.43E-13,-0.00291776,4.38E-03,0.211266,-1.87363,,,,,,,,,,,,,,,,,,,,,,,,,,
11065346,0.00714411,-2.19E-13,-0.00262333,4.52E-03,0.211266,-1.82991,,,,,,,,,,,,,,,,,,,,,,,,,,
11075348,0.00699218,-2.17E-13,-0.00260448,4.39E-03,0.211266,-1.7865,,,,,,,,,,,,,,,,,,,,,,,,,,
11085349,0.00686424,-1.83E-13,-0.00219325,4.67E-03,0.211266,-1.74995,,,,,,,,,,,,,,,,,,,,,,,,,,
11095350,0.00673391,-1.86E-13,-0.0022343,4.50E-03,0.211266,-1.71271,,,,,,,,,,,,,,,,,,,,,,,,,,
11105351,0.00659762,-1.95E-13,-0.00233635,4.26E-03,0.211266,-1.67377,,,,,,,,,,,,,,,,,,,,,,,,,,
11115352,0.00647444,-1.76E-13,-0.00211165,4.36E-03,0.211266,-1.63857,,,,,,,,,,,,,,,,,,,,,,,,,,
11125353,0.0063442,-1.86E-13,-0.00223268,4.11E-03,0.211266,-1.60136,,,,,,,,,,,,,,,,,,,,,,,,,,
11135354,0.00621829,-1.80E-13,-0.00215838,4.06E-03,0.211266,-1.56539,,,,,,,,,,,,,,,,,,,,,,,,,,
11145355,0.00610577,-1.61E-13,-0.00192894,4.18E-03,0.211266,-1.53324,,,,,,,,,,,,,,,,,,,,,,,,,,
11155356,0.00601212,-1.34E-13,-0.0016055,4.41E-03,0.281685,-1.50648,,,,,,,,,,,,,,,,,,,,,,,,,,
11165357,0.00616098,2.13E-13,0.00255188,8.71E-03,0.281685,-1.47859,,,,,,,,,,,,,,,,,,,,,,,,,,
11175358,0.00612362,-5.34E-14,-0.000640497,5.48E-03,0.211266,-1.46792,,,,,,,,,,,,,,,,,,,,,,,,,,
11185359,0.00582867,-4.21E-13,-0.00505615,7.73E-04,0.211266,-1.45407,,,,,,,,,,,,,,,,,,,,,,,,,,
11195360,0.00578108,-6.80E-14,-0.000815921,4.97E-03,0.281685,-1.44047,,,,,,,,,,,,,,,,,,,,,,,,,,
11205361,0.00597096,2.71E-13,0.0032551,9.23E-03,0.281685,-1.4243,,,,,,,,,,,,,,,,,,,,,,,,,,
11215362,0.005937,-4.85E-14,-0.000582104,5.35E-03,0.281685,-1.4146,,,,,,,,,,,,,,,,,,,,,,,,,,
11225363,0.00589826,-5.54E-14,-0.000664201,5.23E-03,0.281685,-1.40353,,,,,,,,,,,,,,,,,,,,,,,,,,
11235364,0.00583028,-9.71E-14,-0.0011653,4.66E-03,0.211266,-1.38411,,,,,,,,,,,,,,,,,,,,,,,,,,
11245365,0.0055111,-4.56E-13,-0.00547163,3.95E-05,0.211266,-1.36334,,,,,,,,,,,,,,,,,,,,,,,,,,
11255366,0.00545715,-7.71E-14,-0.000924897,4.53E-03,0.211266,-1.34792,,,,,,,,,,,,,,,,,,,,,,,,,,
11265367,0.00540063,-8.07E-14,-0.000968936,4.43E-03,0.211266,-1.33177,,,,,,,,,,,,,,,,,,,,,,,,,,
11275368,0.00533652,-9.16E-14,-0.00109902,4.24E-03,0.211266,-1.31345,,,,,,,,,,,,,,,,,,,,,,,,,,
11285369,0.00528812,-6.91E-14,-0.000829675,4.46E-03,0.211266,-1.29963,,,,,,,,,,,,,,,,,,,,,,,,,,
11295370,0.00520873,-1.13E-13,-0.00136109,3.85E-03,0.211266,-1.27694,,,,,,,,,,,,,,,,,,,,,,,,,,
11305371,0.00511765,-1.30E-13,-0.0015613,3.56E-03,0.281685,-1.25092,,,,,,,,,,,,,,,,,,,,,,,,,,
11315372,0.00525337,1.94E-13,0.00232668,7.58E-03,0.281685,-1.21928,,,,,,,,,,,,,,,,,,,,,,,,,,
11325373,0.005139,-1.63E-13,-0.00196063,3.18E-03,0.281685,-1.1866,,,,,,,,,,,,,,,,,,,,,,,,,,
11335378,0.00503734,-1.45E-13,-0.00174277,3.29E-03,0.281685,-1.15756,,,,,,,,,,,,,,,,,,,,,,,,,,
11345381,0.00495977,-1.11E-13,-0.00132986,3.63E-03,0.211266,-1.13539,,,,,,,,,,,,,,,,,,,,,,,,,,
11355382,0.00467584,-4.06E-13,-0.00486729,-1.91E-04,0.211266,-1.12469,,,,,,,,,,,,,,,,,,,,,,,,,,
11365383,0.00467229,-5.08E-15,-6.09E-05,4.61E-03,0.211266,-1.12367,,,,,,,,,,,,,,,,,,,,,,,,,,
11375384,0.00461061,-8.81E-14,-0.00105733,3.55E-03,0.281685,-1.10605,,,,,,,,,,,,,,,,,,,,,,,,,,
11385385,0.00467575,9.31E-14,0.00111669,5.79E-03,0.281685,-1.05424,,,,,,,,,,,,,,,,,,,,,,,,,,
11395386,0.00454176,-1.91E-13,-0.00229701,2.24E-03,0.281685,-1.01596,,,,,,,,,,,,,,,,,,,,,,,,,,
11405387,0.00443916,-1.47E-13,-0.00175884,2.68E-03,0.281685,-0.986647,,,,,,,,,,,,,,,,,,,,,,,,,,
11415388,0.00436582,-1.05E-13,-0.00125718,3.11E-03,0.281685,-0.965694,,,,,,,,,,,,,,,,,,,,,,,,,,
11425389,0.0042507,-1.64E-13,-0.00197348,2.28E-03,0.281685,-0.932802,,,,,,,,,,,,,,,,,,,,,,,,,,
11435390,0.00413965,-1.59E-13,-0.00190377,2.24E-03,0.211266,-0.901073,,,,,,,,,,,,,,,,,,,,,,,,,,
11445391,0.00377285,-5.24E-13,-0.00628807,-2.52E-03,0.211266,-0.866691,,,,,,,,,,,,,,,,,,,,,,,,,,
11455392,0.00376546,-1.06E-14,-0.000126722,3.64E-03,0.281685,-0.864579,,,,,,,,,,,,,,,,,,,,,,,,,,
11465393,0.00396624,2.87E-13,0.00344195,7.41E-03,0.281685,-0.851525,,,,,,,,,,,,,,,,,,,,,,,,,,
11475394,0.00390719,-8.44E-14,-0.00101229,2.89E-03,0.281685,-0.834654,,,,,,,,,,,,,,,,,,,,,,,,,,
