Time (sec),AccY (m/s^2),AccZ (m/s^2),Gyro (deg/s)
11.9,-6.955137,-5.901329,-83.70347
11.911,-7.31918,-6.16957,-83.09042
11.922,-7.625742,-6.437813,-81.52429
11.931,-7.874825,-6.667735,-81.05573
11.941,-7.759863,-6.744375,-80.28228
11.95,-7.453301,-6.916817,-78.92476
11.961,-7.070098,-6.993457,-78.20634
11.97,-6.629415,-7.165899,-77.26672
11.981,-5.748047,-7.108418,-76.1765
12.01,-5.173243,-7.37666,-74.31857
12.02,-5.307364,-7.529942,-73.79926
12.031,-5.441484,-7.587422,-72.67756
12.04,-5.671406,-7.434141,-71.63811
12.052,-6.188731,-7.683223,-70.69935
12.061,-6.342012,-7.798184,-70.13396
12.07,-6.361172,-7.817344,-69.19585
12.081,-6.284532,-7.893985,-68.04668
12.09,-5.939649,-7.721543,-67.38531
12.102,-5.613926,-7.683223,-66.51286
12.12,-4.981641,-7.855664,-65.20676
12.131,-4.445157,-7.798184,-64.38993
12.14,-4.253555,-7.740704,-63.96817
12.15,-4.157754,-7.874825,-63.11958
12.16,-4.119434,-8.104747,-63.31641
12.17,-4.196074,-8.56459,-62.60743
12.18,-4.272715,-8.698711,-62.20332
12.191,-4.330195,-8.851993,-61.61629
12.202,-4.445157,-9.101074,-60.96828
12.212,-4.502637,-9.101074,-60.15302
12.23,-4.560117,-8.794512,-59.33321
12.24,-4.311035,-8.258028,-58.48403
12.25,-4.157754,-8.315508,-57.32998
12.26,-4.004473,-8.258028,-56.84256
12.271,-3.736231,-8.143066,-55.98519
12.28,-3.295547,-8.258028,-55.37173
12.29,-3.123106,-8.411309,-54.75827
12.3,-3.008145,-8.679551,-53.96188
12.31,-2.931504,-8.890313,-53.62553
12.32,-2.950664,-9.445957,-52.59242
12.332,-2.950664,-9.445957,-51.89207
12.34,-3.027305,-9.465117,-51.31541
12.35,-3.046465,-9.560919,-49.7945
12.362,-3.027305,-9.656719,-49.18745
12.37,-2.969824,-9.560919,-48.67062
12.381,-2.835703,-9.235196,-47.39207
12.392,-2.797383,-8.986114,-45.32085
12.4,-2.854863,-8.717872,-43.95035
12.411,-2.4525,-8.62207,-42.63774
12.422,-2.4525,-8.583751,-41.04196
12.44,-1.724414,-8.50711,-37.10122
12.451,-1.724414,-8.56459,-35.0786
12.462,-1.801055,-9.081915,-33.18522
12.47,-1.839375,-9.254355,-30.23101
12.48,-1.973496,-9.637559,-28.67924
12.491,-1.551973,-10.13572,-25.8785
12.5,-1.762734,-10.17404,-23.47307
12.51,-1.916016,-10.34649,-21.18997
12.521,-2.260899,-10.0974,-18.20784
12.53,-1.781895,-10.03992,-14.82794
12.54,-1.973496,-10.1932,-9.554968
12.552,-1.820215,-9.062755,-2.243565
12.56,-1.801055,-9.101074,7.422501
12.57,-2.299219,-9.101074,16.23775
12.581,-1.437012,-7.759863,30.57272
12.59,-0.9196875,-7.414981,42.86357
12.6,-2.222578,-10.30816,59.94244
12.611,0.728086,-7.779024,69.51917
12.622,-0.9005274,-8.066426,87.08292
12.631,-1.781895,-9.522598,100.9874
12.652,-1.973496,-9.465117,127.2104
12.661,0.5748047,-10.67221,137.8253
12.67,-5.977969,-8.775352,149.1711
12.681,-2.356699,-9.944121,151.8614
12.69,-3.257227,-10.07824,159.7316
12.7,-5.154082,-9.101074,158.8838
12.711,-8.258028,-6.974297,161.5711
12.721,-2.969824,-10.49977,149.016
12.731,-7.970625,-5.154082,153.1073
12.74,-7.031778,-4.425996,146.0995
12.751,-2.739902,-11.28533,126.101
12.762,-5.077442,-4.694239,108.8467
12.77,-4.962481,-10.30816,110.9182
12.78,-4.023633,-6.686895,92.01414
12.79,-5.384004,-10.02076,75.54906
12.8,-6.437813,-4.253555,58.10783
12.812,-6.821016,-7.127578,40.54593
12.82,-6.533614,-5.556446,34.63186
12.83,-6.610254,-10.07824,15.12022
12.841,-7.185059,-4.82836,-1.159526
12.853,-6.782696,-9.177715,-15.73251
12.862,-5.843848,-5.748047,-21.87189
12.871,-4.425996,-10.74885,-27.08735
12.882,-6.629415,-7.913145,-39.85429
12.89,-4.425996,-10.40396,-46.41121
12.902,-7.012618,-6.322852,-47.71474
12.912,-3.353028,-7.836504,-49.35754
12.92,-5.441484,-9.81,-56.4701
12.93,-6.782696,-5.728887,-59.68023
12.941,-6.916817,-8.832832,-61.33844
12.953,-6.13125,-6.05461,-61.18897
12.961,-7.932305,-7.913145,-55.13425
12.97,-4.962481,-6.763535,-58.89832
12.981,-3.448828,-10.23152,-62.14878
12.99,-7.664063,-6.859336,-58.59577
13.002,-3.525469,-10.17404,-53.30965
13.01,-6.629415,-6.265371,-51.08874
13.021,-1.839375,-8.641231,-53.9453
13.032,-3.832031,-9.79084,-53.08234
13.04,-1.475332,-9.618399,-58.2583
13.053,-4.119434,-9.407638,-59.04866
13.062,-4.579278,-7.204219,-55.42013
13.071,-1.475332,-10.32732,-52.08447
13.08,-3.927832,-9.311836,-56.43174
13.09,-2.203418,-10.80633,-60.64273
13.102,-3.544629,-8.775352,-61.01227
13.112,-2.950664,-10.94045,-58.64494
13.12,-3.429668,-7.529942,-55.66422
13.13,-5.192402,-7.740704,-61.03715
13.141,-3.161426,-10.65305,-60.47748
13.153,-5.863008,-9.005274,-60.15463
13.161,-1.322051,-10.53809,-69.8941
13.17,-2.644102,-7.644903,-64.80463
13.181,-5.384004,-9.350157,-57.36826
13.19,1.590293,-9.81,-56.97391
13.202,-4.157754,-9.79084,-66.9156
13.21,3.774551,-9.867481,-77.2291
13.221,-4.675078,-8.737032,-72.56584
13.23,-1.896856,-9.216036,-58.47387
13.241,-7.050938,-8.52627,-50.39598
13.253,-0.8813672,-9.139395,-47.56858
13.26,1.954336,-9.388477,-72.22739
13.271,1.743574,-9.541759,-70.16005
13.282,-0.03832031,-9.005274,-54.49515
13.29,-7.989786,-9.005274,-37.86842
13.302,4.751719,-10.05908,-35.13035
13.31,-6.361172,-9.407638,-44.99505
13.32,5.748047,-10.15488,-51.03338
13.331,-3.257227,-8.756192,-41.40098
13.34,-3.985313,-10.53809,-25.24376
13.352,-3.64043,-8.296348,-18.35395
13.36,-1.590293,-11.15121,-23.34978
13.371,3.333867,-9.120234,-30.71862
13.38,-3.372188,-7.644903,-27.60196
13.392,1.896856,-7.395821,-15.76348
13.4,-3.467988,-7.970625,-6.793159
13.411,1.801055,-11.13205,-9.83127
13.422,-3.314707,-9.311836,-18.77042
13.43,2.4525,-10.67221,-15.70952
13.441,-0.5364844,-7.989786,-17.81941
13.46,3.353028,-10.23152,-15.25727
13.471,-4.425996,-9.81,-15.54502
13.48,4.905,-9.599238,-29.29741
13.491,-3.908672,-10.61473,-34.58517
13.502,4.751719,-9.924961,-28.1656
13.512,-2.222578,-11.30449,-24.34817
13.52,-1.666934,-7.108418,-30.0385
13.53,2.835703,-10.63389,-43.04591
13.541,-1.16877,-7.606582,-45.08424
13.552,0.7472461,-9.254355,-49.80549
13.571,-1.417852,-9.7142,-63.67467
13.581,3.736231,-9.043594,-68.07283
13.591,-1.647774,-9.618399,-66.08182
13.602,-1.877695,-8.54543,-73.1629
13.61,-1.877695,-12.47326,-71.58787
13.62,-1.360371,-7.070098,-86.17083
13.631,3.180586,-10.86381,-88.15544
13.64,1.24541,-10.55725,-91.21402
13.65,-0.4790039,-8.54543,-93.96774
13.661,3.161426,-11.17037,-96.65497
13.68,0.9005274,-10.0974,-95.475
13.691,0.3257227,-8.487949,-94.71852
13.702,2.184258,-7.549102,-102.0718
13.712,7.683223,-8.296348,-112.6524
13.72,-1.743574,-10.13572,-112.2445
13.731,6.725215,-10.0016,-103.8754
13.74,-0.8238868,-8.794512,-98.89435
13.751,3.161426,-6.648574,-99.91552
13.762,0.4981641,-8.43047,-102.2157
13.77,3.851192,-7.434141,-103.2384
13.79,1.896856,-8.315508,-98.28094
13.8,5.422325,-10.53809,-91.79909
13.812,2.988985,-7.3575,-89.09999
13.82,6.840176,-8.008945,-86.03039
13.83,5.671406,-9.829161,-87.77785
13.841,7.31918,-8.123906,-86.4696
13.852,4.770879,-9.062755,-80.34427
13.86,4.234395,-6.016289,-74.82636
13.87,7.031778,-8.583751,-71.98676
13.881,4.425996,-5.671406,-73.40385
13.892,6.591094,-9.043594,-70.16058
13.9,3.008145,-7.050938,-70.36974
13.911,5.460645,-6.13125,-64.2466
13.922,3.218906,-6.495293,-61.24912
13.93,7.472461,-7.127578,-61.79066
13.94,6.782696,-9.235196,-63.42974
13.951,4.196074,-5.977969,-61.46885
13.96,6.744375,-8.487949,-55.55981
13.97,4.92416,-5.537285,-55.28624
13.981,9.522598,-7.702383,-53.19384
13.993,5.633086,-5.537285,-52.04574
14,9.254355,-8.123906,-51.27392
14.012,3.69791,-6.514453,-49.38515
14.02,6.227051,-5.326524,-44.99771
14.03,8.54543,-7.740704,-45.30539
14.041,7.932305,-5.920488,-50.77661
14.052,7.529942,-7.453301,-50.51611
14.062,10.1932,-7.050938,-49.80392
14.071,6.552774,-7.127578,-35.62446
14.082,4.349356,-6.437813,-35.15348
14.1,5.000801,-6.648574,-45.7191
14.111,12.83731,-5.882168,-37.09848
14.12,3.123106,-6.16957,-24.10775
14.13,8.372989,-6.782696,-20.87212
14.141,2.050137,-5.594766,-29.77065
14.15,9.216036,-7.779024,-36.35308
14.16,9.388477,-3.544629,-29.59628
14.17,2.605781,-5.671406,-15.93058
14.18,9.350157,-7.434141,-19.44654
14.192,5.077442,-7.031778,-16.75644
14.21,7.37666,-2.816543,-17.99914
14.221,7.817344,-6.09293,-9.508674
14.23,7.970625,-3.717071,-5.47314
14.241,8.890313,-8.794512,-8.568036
14.25,6.744375,-5.269043,-11.05689
14.261,8.641231,-7.683223,-8.760264
14.27,5.901329,-4.368516,-3.985005
14.281,8.966953,-4.943321,-2.33344
14.29,7.779024,-7.070098,-4.570375
14.301,9.120234,-5.345684,-6.394419
14.314,6.859336,-6.610254,-6.164455
14.32,6.016289,-3.582949,-2.575302
14.332,6.552774,-6.13125,-2.065377
14.34,6.744375,-3.717071,-3.939032
14.352,9.733359,-6.801856,-7.270569
14.361,6.284532,-5.690567,-8.330884
14.372,9.69504,-6.935977,-6.865013
14.38,6.495293,-5.077442,-5.38451
14.39,8.56459,-4.349356,-6.160106
14.401,9.273516,-7.108418,-9.633257
14.414,8.890313,-4.770879,-10.31862
14.42,8.315508,-6.878496,-12.7127
14.431,6.11209,-3.65959,-9.852456
14.441,8.909473,-5.096602,-9.246909
14.452,6.246211,-3.429668,-10.65496
14.46,9.369317,-5.901329,-13.88955
14.47,6.955137,-5.805528,-14.74544
14.481,7.185059,-3.276387,-11.08987
14.492,6.648574,-5.019961,-8.166006
14.5,8.353828,-3.525469,-7.863355
14.513,10.02076,-6.533614,-6.766535
14.522,9.426797,-3.985313,-10.61034
14.53,9.484278,-6.399492,-6.527361
14.54,5.920488,-3.563789,-3.054145
14.551,10.40396,-4.92416,-0.7402619
14.56,8.43047,-6.03545,-3.546546
14.572,11.15121,-5.805528,-3.911645
14.58,6.571934,-4.92416,1.149896
14.591,6.667735,-4.234395,9.321383
14.602,4.502637,-4.291875,12.49287
14.621,11.24701,-4.406836,0.6043769
14.63,3.448828,-4.464316,7.984768
14.64,10.0974,-3.851192,20.67082
14.652,3.333867,-5.556446,22.93004
14.66,12.49242,-5.326524,12.80907
14.672,4.023633,-6.322852,4.577755
14.68,13.33547,-4.694239,8.541464
14.691,6.303692,-2.548301,21.04185
14.7,5.249883,-6.648574,26.59093
14.71,13.10555,-4.521797,18.78493
14.721,6.552774,-6.706055,6.832392
14.73,12.39662,-4.004473,2.74307
14.741,4.023633,-4.675078,10.54267
14.75,8.334668,-6.840176,19.807
14.762,2.337539,-5.058281,18.40083
14.77,10.21236,-5.786367,5.411366
14.78,11.40029,-4.004473,-2.943946
14.792,11.91762,-4.464316,-8.007128
14.8,9.867481,-4.981641,1.930241
14.812,2.509981,-5.230723,-3.680616
14.83,3.69791,-4.176914,-13.43671
14.841,12.28166,-4.004473,-20.32695
14.85,7.472461,-6.514453,-17.64402
14.861,5.096602,-3.429668,-12.1481
14.871,7.127578,-5.498965,-12.56276
14.882,6.380332,-3.238066,-17.48556
14.89,11.18953,-5.307364,-23.2051
14.902,7.395821,-3.314707,-25.74985
14.91,11.18953,-5.728887,-23.34967
14.92,6.322852,-4.272715,-18.52128
14.932,8.353828,-3.429668,-16.91784
14.94,10.74885,-5.767207,-18.99776
14.95,10.13572,-4.081113,-22.66305
14.962,10.05908,-4.962481,-21.41272
14.97,5.077442,-3.333867,-12.39632
14.982,8.468789,-3.717071,-2.955753
14.99,4.981641,-4.521797,-2.414964
15.001,13.48875,-4.579278,-7.974399
15.011,6.974297,-1.781895,-7.004118
15.02,5.805528,-5.882168,6.836787
15.031,8.277188,-0.9005274,20.00733
15.042,7.893985,-7.3575,25.79927
15.05,7.664063,-3.755391,18.84768
15.062,10.02076,-6.207891,27.86691
15.07,5.384004,-2.529141,39.62801
15.08,11.49609,-4.675078,39.31594
15.091,9.330997,-4.406836,46.31856
15.102,13.16303,-5.479805,47.10167
15.112,7.108418,-2.318379,60.20381
15.12,6.07377,-5.671406,73.73258
15.132,8.277188,-2.299219,74.94949
15.14,8.334668,-8.028106,73.41727
15.152,6.303692,-4.157754,80.05318
15.161,9.944121,-3.142266,91.26689
15.172,4.809199,-2.797383,93.7605
15.18,11.15121,-6.246211,93.99961
15.19,8.162227,-4.88584,96.00701
15.201,4.943321,-5.192402,107.7689
15.212,5.518125,-4.176914,117.0921
15.22,6.552774,-6.571934,112.6933
15.24,5.269043,-3.793711,111.1574
15.25,8.258028,-4.253555,123.463
15.261,7.127578,-4.981641,128.6967
15.27,6.859336,-8.353828,126.3729
15.281,5.269043,-3.985313,124.2297
15.29,6.246211,-8.660391,128.9769
15.3,4.655918,-4.636758,135.1264
15.311,9.465117,-7.970625,134.2651
15.32,4.86668,-7.127578,131.7557
15.331,9.311836,-8.947793,133.5693
15.35,6.955137,-6.648574,147.2248
15.362,1.743574,-6.782696,150.7486
15.371,8.660391,-7.721543,136.7155
15.38,5.403164,-7.33834,136.4042
15.391,1.16877,-7.568262,149.5052
15.4,2.203418,-6.476133,159.2527
15.412,1.896856,-8.756192,150.3446
15.42,9.043594,-8.54543,139.182
15.43,1.16877,-5.843848,151.617
15.441,6.05461,-7.836504,152.4043
15.46,4.176914,-11.18953,146.5456
15.47,2.969824,-7.280859,148.9752
15.482,3.238066,-10.67221,148.7805
15.491,1.935176,-6.342012,155.5393
15.503,4.138594,-9.675879,155.0421
15.512,1.858535,-7.3575,153.0836
15.52,3.69791,-10.36565,150.3323
15.53,0.5939649,-9.273516,148.4322
15.54,1.22625,-7.434141,153.3638
15.551,-0.6897656,-9.081915,151.9516
15.57,2.069297,-10.82549,142.8615
15.58,-1.322051,-7.798184,146.1544
15.591,0.9963282,-10.59557,143.5328
15.6,-2.069297,-7.37666,144.6307
15.61,2.050137,-9.484278,138.3486
15.621,-0.1341211,-10.67221,132.3661
15.63,1.647774,-10.13572,130.5926
15.641,-1.935176,-9.81,131.8051
15.651,-1.724414,-7.664063,133.3853
15.66,1.379531,-11.38113,129.8434
15.671,-1.647774,-7.759863,122.4635
15.682,0.5748047,-11.7835,119.6514
15.69,-3.65959,-8.717872,119.3411
15.7,-0.6514453,-8.487949,124.0307
15.71,-4.272715,-7.280859,122.073
15.721,-0.05748047,-9.273516,115.7808
15.73,-1.954336,-10.80633,111.6228
15.742,0.2299219,-9.905801,112.099
15.75,-3.64043,-9.79084,117.8829
15.76,-3.391348,-7.127578,120.6183
15.771,-0.07664063,-10.46145,116.1644
15.782,-2.835703,-7.491621,111.0926
15.79,-0.7664063,-10.99793,120.8433
15.801,-6.955137,-7.644903,122.3569
15.81,-0.9196875,-8.43047,127.7783
15.821,-7.568262,-8.047266,122.4711
15.831,0.7855664,-9.177715,114.1767
15.84,-5.939649,-7.510782,114.2359
15.85,-7.280859,-8.851993,128.3799
15.861,-7.740704,-6.188731,139.2284
15.88,-0.7472461,-7.913145,119.8302
15.891,-4.196074,-10.95961,121.3466
15.9,-3.62127,-6.16957,134.0236
15.91,-6.648574,-7.031778,141.0294
15.921,-4.751719,-9.618399,137.3615
15.93,-5.939649,-5.134922,132.4154
15.941,-6.09293,-8.737032,133.1377
15.95,-6.246211,-5.403164,138.8624
15.962,-5.019961,-8.238868,139.7684
15.97,-7.414981,-7.414981,136.8357
15.981,-4.502637,-8.813672,134.0289
15.99,-8.372989,-6.935977,132.8645
16,-6.725215,-5.077442,138.5294
16.01,-8.871153,-5.671406,137.7938
16.021,-5.882168,-5.613926,132.908
16.031,-6.284532,-7.817344,128.4509
16.042,-5.326524,-6.11209,126.6139
16.05,-5.326524,-6.09293,134.2319
16.061,-9.599238,-3.448828,132.3949
16.07,-5.594766,-5.920488,128.1818
16.08,-8.487949,-6.629415,121.9604
16.09,-5.575606,-6.706055,119.5766
16.102,-9.848321,-4.790039,122.4367
16.112,-8.947793,-3.276387,126.9454
16.122,-10.72969,-4.100274,127.3082
16.132,-7.702383,-3.199746,121.8782
16.142,-6.955137,-6.380332,123.0947
16.152,-10.95961,-3.065625,123.9452
16.162,-7.874825,-5.958809,132.2961
16.172,-11.26617,-1.858535,135.2205
16.192,-10.30816,-2.644102,129.7888
16.2,-10.30816,-2.624942,145.3973
16.21,-12.51158,-1.896856,151.6143
16.22,-7.779024,-3.563789,137.7702
16.231,-13.68035,-1.22625,151.6686
16.241,-6.821016,-4.92416,148.922
16.252,-7.453301,0.3065625,161.2364
16.262,-10.46145,-1.935176,176.1737
16.272,-9.254355,0.5748047,179.2216
16.282,-7.146739,-1.417852,180.5013
16.302,-9.963282,0.8430469,196.1094
16.31,-5.671406,-1.916016,196.3529
16.321,-8.296348,0.07664063,202.8174
16.331,-7.798184,0.3832031,202.3303
16.342,-13.29715,0.8047266,215.1359
16.35,-5.824688,-0.8813672,212.8192
16.361,-11.51525,0.4598438,230.6857
16.371,-7.683223,0.6514453,226.7833
16.381,-9.196876,4.349356,230.9907
16.39,-8.066426,0.3832031,237.2713
16.41,-7.280859,1.398691,240.2593
16.42,-11.24701,4.483477,243.6743
16.432,-7.587422,3.372188,245.7479
16.442,-10.95961,5.498965,251.297
16.45,-5.537285,4.962481,242.8215
16.46,-8.392149,4.349356,248.0657
16.47,-10.21236,7.185059,252.5173
16.481,-9.158555,5.575606,244.2861
16.49,-8.947793,7.683223,239.957
16.5,-4.272715,6.246211,235.6891
16.512,-8.123906,8.411309,242.4576
16.521,-3.67875,5.613926,228.3121
16.531,-9.254355,7.204219,226.4837
16.541,-3.602109,6.303692,225.0819
16.552,-8.085587,7.836504,223.5582
16.562,-6.476133,9.043594,219.9606
16.571,-4.100274,7.127578,209.4722
16.581,-5.843848,9.369317,201.179
16.591,-3.410508,7.740704,194.2272
16.6,-4.770879,9.69504,199.2878
16.614,-3.218906,6.686895,182.5193
16.62,-3.276387,11.40029,186.483
16.63,-6.725215,8.698711,179.8387
16.641,-1.18793,7.108418,175.0845
16.652,-7.970625,9.081915,160.8785
16.662,1.034649,9.618399,151.2451
16.672,-3.793711,9.944121,152.5258
16.682,-6.322852,8.008945,159.2334
16.69,1.724414,10.71053,138.8067
16.703,-4.464316,9.829161,149.1119
16.72,-3.774551,9.407638,128.0765
16.731,1.111289,9.273516,128.0172
16.74,1.111289,9.292676,124.908
16.752,-2.835703,10.74885,123.0193
16.762,1.686094,8.947793,116.0076
16.772,-2.586621,10.94045,108.1417
16.782,1.26457,8.50711,101.8612
16.79,-0.8238868,9.407638,105.5806
16.8,-1.628613,11.30449,99.05616
16.811,0.613125,10.32732,92.22701
16.831,0.09580079,7.242539,84.30099
16.84,1.437012,11.40029,77.89875
16.852,1.896856,7.434141,65.58227
16.862,1.475332,11.9751,62.83965
16.872,-4.081113,9.560919,67.84179
16.882,0.09580079,11.45777,61.56346
16.892,-3.755391,8.353828,56.93146
16.904,6.207891,10.36565,53.2141
16.911,-1.494492,10.289,35.59023
16.921,5.824688,10.48061,40.34034
16.94,-0.8622071,10.02076,27.16064
16.952,4.540957,9.637559,29.16385
16.961,-0.4406836,10.3848,21.2922
16.97,-0.4406836,10.40396,28.66744
16.982,-1.092129,9.867481,18.1712
16.99,-0.3065625,10.44229,15.91229
17.002,-0.8813672,10.49977,16.20874
17.01,0.6706055,10.1932,10.90105
17.021,3.046465,8.909473,4.493395
17.031,1.456172,9.848321,1.380161
17.05,-1.072969,11.13205,3.634519
17.062,1.896856,9.81,2.469287
17.07,2.011817,8.794512,-5.155881
17.081,2.318379,9.216036,-6.075339
17.09,2.318379,9.235196,-0.2842665
17.102,-0.6897656,11.03625,-4.435432
17.112,0.1916016,9.445957,-2.36535
17.122,-0.2682422,10.82549,-3.892697
17.132,2.950664,8.238868,-7.676143
17.14,-0.4981641,9.829161,-3.409329
17.152,2.931504,8.50711,-8.349832
17.161,-1.16877,10.94045,-4.820317
17.172,1.18793,9.867481,-4.706754
17.182,-1.417852,10.97877,-5.383079
17.191,1.858535,9.618399,-12.40087
17.202,1.820215,9.101074,-12.58938
17.21,-1.724414,11.17037,-7.043399
17.221,1.130449,9.273516,-8.45283
17.231,-1.666934,10.92129,-10.71359
17.242,2.43334,8.813672,-16.02313
17.262,2.203418,8.775352,-20.84685
17.271,0.01916016,9.369317,-19.38542
17.281,-1.322051,10.94045,-20.60692
17.291,1.609453,8.334668,-23.3528
17.303,-0.7472461,11.32365,-26.52552
17.31,-0.7472461,11.34281,-28.59969
17.321,0.4406836,10.11656,-38.23876
17.331,-1.130449,11.38113,-38.97376
17.34,0.5748047,7.242539,-41.10955
17.35,1.322051,10.80633,-48.4299
17.361,0.4981641,7.223379,-45.44374
17.37,1.724414,11.49609,-56.60149
17.38,-4.445157,9.675879,-44.34297
17.391,-0.2682422,12.49242,-57.08323
17.402,-5.288203,8.641231,-49.03202
17.411,-2.299219,10.23152,-49.39597
17.42,-2.299219,10.25068,-65.00504
17.43,-4.636758,8.794512,-54.33296
17.441,-4.540957,9.886642,-71.46506
17.452,4.464316,10.34649,-59.81735
17.471,-1.475332,8.756192,-56.22728
17.48,3.391348,10.57641,-64.52269
17.491,0.1149609,8.986114,-74.89671
17.502,1.839375,11.11289,-66.24363
17.51,-7.798184,8.813672,-63.74636
17.521,2.39502,9.024434,-48.08126
17.531,-7.721543,8.986114,-56.80452
17.54,-7.721543,9.005274,-51.19666
17.552,-3.257227,12.30082,-65.10472
17.562,3.69791,9.560919,-50.19085
17.581,-5.518125,7.280859,-42.66203
17.591,2.969824,9.445957,-54.72078
17.602,-3.295547,6.686895,-60.25514
17.611,1.532813,10.63389,-50.15477
17.62,1.532813,10.65305,-48.99452
17.63,-1.705254,6.361172,-57.22281
17.641,-7.779024,10.13572,-45.81525
17.652,-1.22625,6.322852,-56.11671
17.661,-1.130449,10.92129,-55.99131
17.671,-8.468789,8.679551,-46.59758
17.691,-8.871153,7.932305,-44.5784
17.7,1.398691,9.637559,-56.4669
17.711,-4.88584,9.79084,-71.15943
17.722,1.302891,10.63389,-70.06367
17.731,-5.805528,7.30002,-62.38255
17.74,-7.721543,9.465117,-75.67613
17.752,-1.26457,9.388477,-73.11785
17.762,-6.974297,9.541759,-81.89871
17.77,-6.974297,9.560919,-83.6055
17.781,-3.046465,7.012618,-95.31123
17.802,-3.027305,6.897656,-107.6872
17.812,-5.230723,10.1932,-110.7351
17.82,-9.388477,6.571934,-113.4788
17.831,-5.134922,6.935977,-111.5877
17.84,-5.134922,6.955137,-129.8801
17.852,-3.67875,9.867481,-134.6963
17.862,-5.882168,5.384004,-139.8782
17.872,-6.456973,7.970625,-144.6327
17.88,-6.456973,7.989786,-140.1807
17.891,-7.2617,7.414981,-147.8003
17.911,-6.476133,8.277188,-150.3582
17.921,-10.61473,5.307364,-152.6127
17.931,-4.464316,7.721543,-161.2697
17.941,-7.664063,4.675078,-172.9145
17.952,-2.797383,7.779024,-169.7421
17.961,-10.25068,3.448828,-159.7326
17.97,-10.55725,6.342012,-171.3701
17.98,-4.636758,6.265371,-173.7305
17.99,-8.890313,3.046465,-167.7373
18.002,-6.03545,4.521797,-170.2719
18.022,-6.495293,2.778223,-161.6035
18.031,-9.503438,3.717071,-157.0289
18.041,-9.120234,4.655918,-154.5888
18.052,-6.610254,2.43334,-154.039
18.062,-9.120234,3.602109,-149.1602
18.07,-9.120234,3.62127,-146.7819
18.08,-10.97877,3.008145,-143.9764
18.091,-7.874825,2.644102,-137.6951
18.102,-11.05541,3.353028,-134.036
18.112,-7.721543,1.322051,-135.4377
18.131,-11.5919,2.835703,-126.7163
18.14,-7.012618,-0.3065625,-124.8866
18.152,-10.26984,1.992656,-114.6413
18.162,-6.878496,-0.8430469,-109.6396
18.172,-9.407638,1.24541,-115.3687
18.182,-6.974297,-1.494492,-109.0857
18.191,-12.01342,0.9005274,-99.57093
18.202,-8.162227,0.5556446,-94.32448
18.21,-8.143066,-1.916016,-101.2134
18.221,-6.801856,-1.111289,-97.18352
18.24,-11.38113,0.8430469,-79.79993
18.252,-10.51893,-1.532813,-74.48952
18.262,-10.49977,0.05748047,-75.52474
18.271,-5.594766,-2.816543,-79.48911
18.281,-12.2625,-1.686094,-75.89249
18.291,-6.227051,-3.027305,-63.21053
